Location name,Amount spent (CZK)
Central Bohemian Region,7002
Hradec Králové Region,2679
Karlovy Vary Region,1513
Liberec Region,2287
Moravian-Silesian Region,5952
Olomouc Region,3968
Pardubice Region,4645
Plzeň Region,3682
Prague,14688
South Bohemian Region,3299
South Moravian Region,7368
Unknown,≤100
Vysočina Region,2156
Zlín Region,3213
Ústí nad Labem Region,4618
