Location name,Amount spent (NOK)
Akershus,3817
Aust-Agder,609
Buskerud,1359
Finnmark,465
Hedmark,859
Hordaland,3813
Møre og Romsdal,1438
Nord-Trøndelag,613
Nordland,1241
Oppland,913
Oslo,7011
Rogaland,3155
Sogn og Fjordane,523
Svalbard and Jan Mayen,≤100
Sør-Trøndelag,1940
Telemark,1152
Troms,1143
Unknown,≤100
Vest-Agder,1413
Vestfold,2064
Østfold,1736
