Location name,Amount spent (USD)
Alabama,7256
Alaska,1964
Arizona,12390
Arkansas,5318
California,75773
Colorado,11372
Connecticut,6936
Delaware,1494
Florida,45427
Georgia,18021
Guam,≤100
Hawaii,2168
Idaho,4528
Illinois,21639
Indiana,12732
Iowa,7542
Kansas,4923
Kentucky,6294
Louisiana,9743
Maine,2831
Maryland,15396
Massachusetts,10855
Michigan,20360
Minnesota,13584
Mississippi,4384
Missouri,10455
Montana,2554
Nebraska,2829
Nevada,7606
New Hampshire,2816
New Jersey,13824
New Mexico,4045
New York,38208
North Carolina,18067
North Dakota,2188
Ohio,16627
Oklahoma,6888
Oregon,8748
Pennsylvania,20830
Puerto Rico,≤100
Rhode Island,1354
South Carolina,8528
South Dakota,1238
Tennessee,11787
Texas,56366
Unknown,≤100
Utah,5657
Vermont,1848
Virginia,20363
Washington,15848
"Washington, District of Columbia",8369
West Virginia,3417
Wisconsin,8866
Wyoming,1086
