Page ID,Page name,Disclaimer,Amount spent (COP),Number of ads in Library
597006313643580,Gobernación del Valle del Cauca,Gobernación Valle del Cauca,1500032,25
141361183156268,Juan Carlos Upegui,Juan Carlos Upegui,1104478,10
251292808253299,Canadian College,Canadian College,796980,20
499121313802137,Túnel Guillermo Gaviria Echeverri,Túnel Guillermo Gaviria Echeverri,691562,2
308580499200723,Alcaldía de Medellín,Alcaldia de Medellìn,586615,23
149421481734737,"ACNUR, la Agencia de la ONU para los Refugiados",These ads ran without a disclaimer,580816,27
310454127055,Politécnico Grancolombiano,Sergio Fernando Gallo Suarez,515534,4
175286072898201,Braulio Espinosa Márquez,Braulio Espinosa,446477,2
105578134695113,Andree Uribe Montoya,Cleidy Andrea Montoya Parra,379286,4
601336570076276,Rodolfo Correa,Rodolfo Andres Vargas Correa,366497,2
101871502791636,Carlos Acosta Juliao Oficial,Toro Digital,326249,6
130834367164,Red PaPaz,Red PaPaz,248837,1
1832438050403942,Amin Losada,Ginna Tatiana Piragauta Guzman,237565,6
503621983303342,Oscar Mauricio Toro,Oscar Mauricio Toro Valencia,190208,2
105860962029722,Felipe Vélez,Medellín Vuelve a Brillar,179245,4
418155555015037,Germán Escobar Cundinamarca,German Mauricio Escobar,168791,1
105437204540183,Miyerlandi Torres A,Miyerlandi Torres A,163591,7
114317847146525,Alvaro Arias Velez,TORO DIGITAL,163125,9
112155252163421,Sebastián López V.,Sebastian Lopez Valencia,154526,40
1719725724954043,Rodrigo Rojas Lara,Rodrigo Rojas Lara,149851,2
167222580002790,Clara Luz Roldan Gonzalez,Clara Luz Roldán,139914,2
553585915161201,Jhon Molina Putumayo,Jhon Gabriel Molina Acosta,122977,2
201014753267112,Andrés Fernando Mesa Valencia,Andres Fernando Mesa Valencia,113749,3
1622001728047397,Harman Alcalde,Harman Alcalde,112205,21
381464961911270,Cruz Roja Antioquia,Cruz Roja Colombiana Seccional Antioquia,111664,6
133787883971402,Oscar Ramírez Vahos,Oscar Ramirez Vahos,106057,3
101938938881246,Sergio Andrés López,Sergio Andrés López,103412,5
370267297019304,Marco Hincapié,Marco Emilio Hincapie Ramirez,100079,6
1586192348316443,Maicol Lopera Cardona,Maicol Lopera,99598,96
264386463968386,Nubia Stella Martínez,Centro Democrático - Comunidad Oficial,93544,1
256488875025665,Juan Bocanegra,Juan Carlos Bocanegra Chacón,87492,2
101180852910189,Sentimiento de Todos,Equipo Comunicaciones Sentimiento de Todos,79550,1
107204794960194,Instituto Técnico La Salle,Instituto Técnico La Salle,76988,12
2288805564491179,Recer Lee Perez Torres,Jardiel Lee Sadott Perez Castro,73760,1
101672785855145,Irina Salas,Irina Salas,73688,12
797815127058039,Delighttourscancun,These ads ran without a disclaimer,71892,1
350160788433059,Proclama Cauca y Valle,Proclama Cauca y Valle,68513,7
1147318942107929,Todos Somos Una,DEBRAIN LLC,64874,7
969143216462972,Felipe Cañizalez,Andreina Quintero Correa,63467,1
2158318667815480,Nancy Henao Ruiz,Nancy Concejal Verde,62141,5
643513979193133,Unidos por Beatriz,Neuma,61287,11
956658041207599,Arauquita Activa,Arauquita Activa,60937,1
110673818587137,Eicman Murillo,Jamundí para Todos,60834,2
104969865721375,Profes.movimientociudadano,John Bazurto,58043,5
507379196275144,Robert Sanchez,Andres Felipe Lopez Borja,54318,7
462660883763346,Ronald Mayorga,Ronald Mayorga,54310,4
1823807254333065,Soy Más País,Soy Mas Pais,52266,10
2280357942291111,Luis Carlos Velásquez,Luis Carlos Velásquez,51967,8
645168172181457,Gobernación de Caldas,Eikon Digital SAS,51268,17
103727635426939,Alexandra Vásquez Ochoa,Leider Alexandra Vasquez Ochoa,50089,1
1090369011038138,Jaime Duque G,Jaime Duque G,49204,46
407615769604377,Mutante,Fundación Mutante,48530,9
121612715215617,Manuel Hernández,Manuel Hernández,44727,38
765302097170348,Línea Cero,Linea Cero,40767,8
915743661945208,Alejandro Eder,Alejandro Eder,38501,3
664142747350164,Tatiana López Saldarriaga,Tatiana López Saldarriaga,37909,9
104026941006922,Boyacá Siempre Conservador,Boyacá Siempre Conservador,37719,2
1571473496457749,Neytan Angarita,Neytan Angarita,35829,1
851680034864966,Proantioquia,FUNDACION PARA EL DESARROLLO DE ANTIOQUIA. ANTIOQUIA POR COLOMBIA,35579,2
365259027010440,Rigoberto Alfonso Pérez,Rigoberto Alfonso Perez,34165,2
267198759973201,Bairon Enrique Muñoz Lizarazo,Bairon Enrique Muñoz Lizarazo,34007,4
581095835894514,Noticentro 1 CM&,Noticentro 1 CM&,33023,7
1004865626202028,Jaime Peña Peñaranda,Joseph Ferney Galvis Gonzalez,32625,2
104237548662249,Centro de Emprendimiento Impúlsate,Sebastian Galeano,32568,5
835710939898329,Paulina Aguinaga,Paulina Aguinaga,31558,3
188371488749555,Mauro Marquez,Mauricio Marquez Valencia,30633,4
509529099396147,Héctor Rangel,Héctor Rangel,30515,4
838927469815494,Diana Diago,Diana Marcela Diago,29654,4
104747731304234,Jeny Mesa,Jeny Johana Mesa Suarez,29622,1
330721417487764,Lucho Zapata Cartago,Lucho Zapata Cartago,29346,1
1488419784774409,Alcaldía de Soledad,Alcaldía Municipal de Soledad,28909,6
1037508046302965,Griselda Janeth Restrepo Gallego,Griselda Janeth Restrepo Gallego,28416,1
138634813014016,"Alvaro Múnera, grupo de amigos del Diputado Animalista","Alvaro Múnera, grupo de amigos del Diputado Animalista",28229,3
104628303208123,Clínica Imbanaco,Clínica Imbanaco,27847,1
201504926957834,Luis M. Carvajalino,Luis Manuel Carvajalino Quin,26335,2
104542552452795,Shirley Charris,Shirley Charris,25949,6
224116751044855,Fundación Carvajal,Fundación Carvajal,25268,1
2203948933156649,Oriana Zambrano Montoya,Oriana Teotiste Zambrano Montoya,25261,2
623168424459039,Felipe Duran Carrón,Felipe Duran Carrón,24595,3
201155736602572,Hernán Alberto Bedoya,Hernan Alberto Bedoya Cadavid,24421,1
417060811811167,Juan David Duque García,Juan David Duque Garcia,24214,2
105589235648992,Idolos,Digital Force,23719,5
100775989595765,Nhora Mondragón,Nhora Yhanet Mondragon Ortiz,22518,2
1242864402475742,BC Noticias,Oscar Javiar Bayona Villada,22010,4
108576731393581,Juliana Enciso,Claudia Juliana Enciso Montes,21058,1
1448426092057311,El PIBE Sabaneta Concejal,El PIBE Sabaneta Concejal,20750,1
114636997892974,Camilo Manchola,Camilo Manchola,20319,1
286568181368830,Jhon Eddison Ortega Diputado,Jhon Eddison Ortega Jacome,20028,2
796134277395174,Luis Francisco Ruiz Aguilar,Luis Francisco Ruiz Aguilar,19748,2
190649367660431,Orlando Benítez,Orlando David Benitez Mora,19625,1
104701351208795,"Secretaría de Infraestructura, Renovación Urbana y Vivienda","Secretaría de Infraestructura, Renovación Urbana y Vivienda",18467,1
108459260282,Universidad La Gran Colombia,Universidad La Gran Colombia,18371,2
104472845840664,Juan Carlos Corrales,Juan Carlos Corrales,17523,1
111248191341056,Linda Pinedo Puello,Carlos Andres Perez Lopez,17434,1
114891091473899,Luis Francisco Oliveros,Edgar Hernando Paez Aparicio,17226,1
107096255516225,Juan Pablo Cano P,Juan Pablo Cano Pulgarin,16862,1
1668886976475466,David Gutierrez Mantilla,Jorge Luis,16769,3
100319211712051,Walter Salas,Walter Manuel Salas Quinto,16553,1
1953017374955460,Nelson Barrera Roa,Nelson Barrera Roa,15551,1
85147586731,Julio César Triana,Julio César Triana,14926,2
106170562335329,Montecarlo Disco Bar,Juan Manuel González,14235,1
361906317540130,Michel Baldovino Lopez,Michel Javier Baldovino Lopez,14083,1
1896813010334035,Secretaría de Educación de Barranquilla,Joseph Ferney Galvis Gonzalez,13982,1
115389084796366,plastic2energy,These ads ran without a disclaimer,13982,1
378127682385944,Julián Peinado Ramírez,Julián Peinado,13130,1
237316706446146,Alianza Francesa de Pereira,Alianza Francesa de Pereira,13095,2
466445923412524,Miguel Ángel Barreto,Joshua Escobar Rengifo,12586,2
