Location name,Amount spent (USD)
Alabama,9596
Alaska,2274
Arizona,26338
Arkansas,6283
California,97565
Colorado,13514
Connecticut,6924
Delaware,2361
Florida,54336
Georgia,37450
Guam,101
Hawaii,2820
Idaho,6138
Illinois,24903
Indiana,15553
Iowa,11221
Kansas,7251
Kentucky,9218
Louisiana,23796
Maine,5974
Maryland,22688
Massachusetts,14508
Michigan,33036
Minnesota,11280
Mississippi,8646
Missouri,15330
Montana,3473
Nebraska,3859
Nevada,7835
New Hampshire,3342
New Jersey,25525
New Mexico,6257
New York,52634
North Carolina,23905
North Dakota,1713
Ohio,28809
Oklahoma,9675
Oregon,17605
Pennsylvania,40204
Puerto Rico,≤100
Rhode Island,2647
South Carolina,9237
South Dakota,1489
Tennessee,14938
Texas,76788
Unknown,≤100
Utah,7757
Vermont,1469
Virgin Islands (U.S.),≤100
Virginia,29548
Washington,26698
"Washington, District of Columbia",14278
West Virginia,5058
Wisconsin,17318
Wyoming,1194
