Location name,Amount spent (NOK)
Akershus,2566
Aust-Agder,382
Buskerud,1048
Finnmark,284
Hedmark,638
Hordaland,1961
Møre og Romsdal,956
Nord-Trøndelag,459
Nordland,838
Oppland,635
Oslo,4778
Rogaland,1629
Sogn og Fjordane,379
Sør-Trøndelag,1369
Telemark,519
Troms,674
Unknown,≤100
Vest-Agder,868
Vestfold,899
Østfold,1000
