Location name,Amount spent (NOK)
Akershus,10483
Aust-Agder,1247
Buskerud,3838
Finnmark,3446
Hedmark,3580
Hordaland,6736
Møre og Romsdal,3833
Nord-Trøndelag,2244
Nordland,9221
Oppland,3668
Oslo,18540
Rogaland,5825
Sogn og Fjordane,1056
Svalbard and Jan Mayen,≤100
Sør-Trøndelag,4504
Telemark,4058
Troms,5286
Unknown,≤100
Vest-Agder,2935
Vestfold,3687
Østfold,3671
