Page ID,Page name,Disclaimer,Amount spent (ISK),Number of ads in Library
737169626371453,Heimildin,Stundin,4218,1
441539862613489,Foreldrasamtök gegn áfengisauglýsingum,Foreldrasamtök gegn áfengisauglýsingum,4218,1
1518790851708164,Samtök fyrirtækja í sjávarútvegi,SFS - Samtök fyrirtækja í sjávarútvegi,1028,1
192789944066997,Samtök ferðaþjónustunnar,Samtök ferðaþjónustunnar,994,26
153308938439589,Sahara,SAHARA,494,1
154893001218870,ADHD samtökin,ADHD samtökin,153,1
267353906619818,Mr. Gugu & Miss Go,These ads ran without a disclaimer,≤100,16
317158175535179,BitLife,These ads ran without a disclaimer,≤100,1
475778355919914,BB - Best Bios,These ads ran without a disclaimer,≤100,1
109997088627862,Lyfecycle,These ads ran without a disclaimer,≤100,1
