Page ID,Page name,Disclaimer,Amount spent (CZK),Number of ads in Library
278117815576023,EU Justice and Consumers,EU Justice and Consumers,8857,14
179497582061065,Tomio Okamura - SPD,Svoboda a přímá demokracie - SPD,3466,17
424114981002397,Český rozhlas Plus,Český rozhlas,2037,46
370583064327,Starostové a nezávislí • STAN,Starostové a nezávislí • STAN,1765,2
178362315106,European Parliament,European Parliament,1543,3
120461304659141,O2 CZ,O2 Czech republic,1146,2
206791046438534,Plant for the Planet - Česká republika,Plant-for-the-Planet Czech Republic Nadace,1104,6
251656685576,KDU-ČSL,KDU-ČSL,1025,7
308878909205138,Toyota Česká republika,Toyota Česká republika,993,2
470593056405865,Kde fondy EU pomáhají,"IMAGE CZ, a.s.",992,4
264983260329918,Rádio Universum,Kupředu do minulosti s.r.o.,985,5
102090718057736,Urban Developers and Investors,"Urban Developers and Investors, s.r.o.",936,2
214827221987263,Andrej Babiš,Andrej Babiš,857,2
146599018696771,NATO,NATO,855,1
110945610569821,Odchod.eu,Hnutí Odchod,817,6
413476830191,Prague Security Studies Institute,Prague Security Studies Institute,742,4
137301989386,Aktuálně.cz,Aktuálně.cz,629,3
298789466930469,KSČM - Komunistická strana Čech a Moravy,Komunistická strana Čech a Moravy,618,2
133030253410089,Jan Šafařík,Jan Šafařík,586,1
105994357680102,Avenberg.cz,These ads ran without a disclaimer,581,2
109323929038,Česká pirátská strana,Česká pirátská strana,578,3
693725074166331,Naše zdravotnictví,Naše zdravotnictví,562,4
52479821102,Týdeník Respekt,Týdeník Respekt,556,3
560650247279852,Ženský fotbal,These ads ran without a disclaimer,519,1
111108757492137,Libor Vondráček • Svobodní,Libor Vondráček • Svobodní,512,5
106834174877753,Svět hospodářství,"SH media, spol. s r.o.",510,6
384187235387895,Alena Schillerová,ANO,505,1
495496033796328,Stanislav Blaha,Stanislav Blaha,496,8
137778619615350,Voyo.cz,TV Nova s. r. o.,482,2
460558621177512,Zálohujme.cz,Zálohujme,453,1
1956144064659620,BlueTV,Aliance pro budoucnost,419,4
257529307701966,Jiří Pospíšil,TOP 09,380,3
117823623864,Transparency International ČR,Transparency International ČR,377,4
1416733788557863,Pravda o vodě a voda lidem,Pravda o vodě a voda lidem,362,3
30575632699,ODS - Občanská demokratická strana,ODS - Občanská demokratická strana,325,5
100955509189359,Redakce NF Svědomí národa,Nadační fond Svědomí národa,323,1
1469427909957890,Reportér magazín,Reportér magazín,297,1
108342850697974,Hejtman Josef Suchánek,Starostové a nezávislí • STAN,277,3
100609955039699,Corrency,Corrency,264,10
711658465662315,XTV,XTV,261,14
60516116431,Člověk v tísni,"Člověk v tísni, o.p.s.",258,3
275383259179951,Tepelná čerpadla IVT,Tepelná čerpadla IVT,227,3
123858471641,iROZHLAS.cz,Český rozhlas,215,2
124152241443,Čmelák - Společnost Přátel Přírody,Čmelák - Společnost přátel přírody,214,7
267751653384029,Pardubický kraj,Pardubický kraj,211,1
90002267161,TOP 09,TOP 09,207,6
551976351670874,Zdeněk Hraba,Zdeněk Hraba - senátor,205,2
105002754733933,Matěj Gregor,Odchod z.s.,204,1
