Location name,Amount spent (MYR)
Johor,330
Kedah,244
Kelantan,264
Kuala Lumpur,478
Labuan,≤100
Malacca,102
Negeri Sembilan,125
Pahang,152
Penang,231
Perak,248
Perlis,≤100
Putrajaya,≤100
Sabah,193
Sarawak,181
Selangor,867
Terengganu,188
Unknown,≤100
