Location name,Amount spent (NOK)
Akershus,8365
Aust-Agder,1124
Buskerud,3702
Finnmark,2427
Hedmark,3012
Hordaland,6886
Møre og Romsdal,3766
Nord-Trøndelag,1827
Nordland,6318
Oppland,3067
Oslo,21273
Rogaland,5286
Sogn og Fjordane,1105
Svalbard and Jan Mayen,≤100
Sør-Trøndelag,4655
Telemark,3322
Troms,3898
Unknown,≤100
Vest-Agder,2350
Vestfold,3674
Østfold,4714
