Location name,Amount spent (MYR)
Johor,521
Kedah,311
Kelantan,233
Kuala Lumpur,589
Labuan,≤100
Malacca,132
Negeri Sembilan,197
Pahang,230
Penang,226
Perak,333
Perlis,≤100
Putrajaya,≤100
Sabah,412
Sarawak,470
Selangor,1011
Terengganu,202
Unknown,≤100
