Page ID,Page name,Disclaimer,Amount spent (RON),Number of ads in Library
1058116737612843,USR,Uniunea Salvați România,8266,12
178362315106,European Parliament,European Parliament,3483,7
1395939193764858,Marcel Ciolacu,Partidul Social Democrat,3304,39
990747367737692,Cătălin Drulă,Uniunea Salvați România,1203,5
181375448581167,Partidul Naţional Liberal,Partidul National Liberal,1019,3
494469087244449,Eugen Tomac,Eugen Tomac,935,5
163943696987223,Ziarul Puterea,Ziarul Puterea,759,20
107898832590939,European Commission,European Commission,694,5
108801900624850,Cojocaru Petru Bogdan,Partidul Social Democrat,646,6
147547541961576,Council of the European Union,Council of the European Union,490,4
100187575506085,Bogdan Balaniscu,Partidul Social Democrat,396,5
697451833786949,Mihai Polițeanu,POLITEANU MIHAI-LAURENTIU,369,5
243027859216579,Alfred Simonis,Partidul Social Democrat,366,4
102601499822802,RMDSZ,RMDSZ,353,6
207741001672,Speranta pentru Romania,Speranta pentru Romania,339,5
1408452646080627,Marius Screciu,SCRECIU MARIUS-VASILE,319,2
101167822409042,Alexandru Gyorgy,Alexandru Gyorgy,300,1
144932509181154,Simona Bucura Oprescu,Actualitati Argesene,285,2
177992992396061,SenioriNET,SenioriNET,273,1
689386518104305,Radu Mihaiu,Uniunea Salvați România - Sector 2,267,4
200480966638039,Supremacy 1914,These ads ran without a disclaimer,239,4
108295090637741,ASAP România,Fundatia The Institute,231,2
731035500293728,Siegfried Muresan,Siegfried Muresan,218,1
102061161842728,CricksyDog.ro,These ads ran without a disclaimer,213,5
337159212964962,Ziua de Cluj,Ziua de Cluj,211,3
149371012371397,Newsweek Romania,Newsweek Romania,195,4
612912695435095,Factual,Factual,184,7
148960861863819,Mircia Gutău,Mircia Gutău,177,3
1559885467641191,Râul Alb,Râul Alb,157,7
101254968456255,Călin Gheorghe Maties-senator,Calin-Gheorghe Maties,154,3
186612088034700,Facias - Fundatia pentru Apararea Cetatenilor Impotriva Abuzurilor Statului,FACIAS,144,6
821269587938298,Alina Gorghiu,Alina Gorghiu,142,3
360828814115641,Asociatia Slujire Crestina,Asociatia Slujire Crestina,138,2
102626229459814,Spunem NU pasajului subteran,Partidul Câmpina Curată,133,5
356582831057941,Cristian Matei,Cristian Matei,130,3
102603825860755,Moldova Invest,Moldova Invest,126,40
289324877762564,Expert Forum (EFOR),Expert Forum (EFOR),126,3
341037705981172,Humanitas,Humanitas,119,3
139292873479110,Florin Oancea,Florin Oancea,114,4
185088338177066,PNL IASI,PNL IASI,106,1
219945448554768,Ministerul Investitiilor si Proiectelor Europene,Gabriel Bujor,106,3
103699915626820,NyárON Szereda,NyárON Szereda,106,3
486358554821325,Sergiu Bîlcea,Sergiu Bîlcea,106,2
101340741758468,Radu Pescar,Pescar Radu Mircea,105,4
509548582409324,Ghidul Primãriilor,Millenium Management Sistem SRL,103,13
100742615155260,Eugen Terente,Terente Eugen,101,3
109097618335138,Eduard Mititelu,Eduard Mititelu,101,2
104903512152451,Ionel Sandu - Pagina Oficiala,Ionel Sandu,≤100,1
106520174672768,Cosmin Tabără,Cosmin Tabără,≤100,2
254771308032377,Cosmin Andrei,Cosmin Andrei,≤100,1
1658924257659048,USR Sector 3,Partidul Uniunea Salvați România - Filiala Sector 3,≤100,1
102106432515274,Partidul Patriotilor,Partidul Patriotilor,≤100,1
225783874101141,Institutul pentru Politici Sociale,Institutul pentru Politici Sociale,≤100,10
1832218497019318,X Party & Networking,Intelglobalis,≤100,3
106958054809964,Radu Perianu,Radu Perianu,≤100,1
181221645364365,Carmen Avram,Carmen Avram,≤100,2
