Location name,Amount spent (VND)
An Giang Province,10242
Bà Rịa–Vũng Tàu Province,15107
Bình Dương Province,20278
Bình Phước Province,10623
Bình Thuận Province,10637
Bình Định Province,36541
Bạc Liêu Province,6719
Bắc Giang Province,22049
Bắc Kạn Province,6193
Bắc Ninh Province,17246
Bến Tre Province,7128
Cao Bằng Province,113102
Cà Mau Province,8596
Cần Thơ,11046
Da Nang,20357
Gia Lai Province,10958
Haiphong,22080
Ho Chi Minh City,430482
Hà Giang Province,5487
Hà Nam Province,7239
Hà Tĩnh Province,36199
Hòa Bình Province,8031
Hưng Yên Province,7799
Hải Dương Province,18646
Hậu Giang Province,1937
Khánh Hòa Province,13504
Kiên Giang Province,10559
Kon Tum Province,5121
Lai Châu Province,1655
Long An Province,7763
Lào Cai Province,5378
Lâm Đồng Province,15422
Lạng Sơn Province,10241
Nam Định Province,16100
Nghệ An Province,89966
Ninh Bình Province,8276
Ninh Thuận Province,10499
Phú Thọ Province,14024
Phú Yên Province,9066
Quảng Bình Province,8808
Quảng Nam Province,14985
Quảng Ngãi Province,10627
Quảng Ninh Province,12673
Quảng Trị Province,9916
Sóc Trăng Province,6454
Sơn La Province,11455
Thanh Hóa Province,28764
Thái Bình Province,16981
Thái Nguyên Province,17047
Thừa Thiên–Huế Province,23529
Tiền Giang Province,9633
Trà Vinh Province,5850
Tuyên Quang Province,9655
Tây Ninh Province,11527
Unknown,≤100
Vĩnh Long Province,5599
Vĩnh Phúc Province,14565
Yên Bái Province,34588
Điện Biên Province,7015
Đắk Lắk Province,22719
Đắk Nông Province,8038
Đồng Nai Province,33351
Đồng Tháp Province,8272
