Location name,Amount spent (CHF)
Aargau,348
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,270
Basel-Landschaft,111
Bern,544
Canton of Geneva,593
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,252
Fribourg,211
Graubünden,≤100
Jura,≤100
Luzern,217
Neuchâtel,≤100
Schaffhausen,≤100
Schwyz,144
Solothurn,142
Thurgau,131
Ticino,103
Unknown,≤100
Uri,≤100
Valais,174
Vaud,371
Zug,≤100
Zürich,1123
