Page ID,Page name,Disclaimer,Amount spent (HNL),Number of ads in Library
643513979193133,Unidos por Beatriz,Neuma,3048,8
349524351841734,Cárlenton Dávila,Jose Carlenton Davila Mondragon,555,2
153003381515332,Cespad - Centro de Estudio para la Democracia,Centro de Estudio para la Democracia (Cespad),456,4
703368406666619,Vox Populi HN,Vox Populi HN,395,1
104599735671754,Goberna Honduras,Goberna Honduras,356,15
491553204198958,Revistazo.com,Revistazo.com,336,3
459107311130639,Dr. Luther Harry,Dr. Luther Harry,336,3
459107311130639,Dr. Luther Harry,Dr. Luther Harry,336,3
1392592317738074,Jorge Cálix,Jorge Cálix,271,4
919092984894463,Partido Salvador de Honduras,Cordelia Ordoñez,196,1
496839213786593,"Secretaría Nacional de Ciencia, Tecnología e Innovación","Secretaría Nacional de Ciencia, Tecnología e Innovación",184,3
112529930493702,Democracia en Acción Hn,Voto Informado Honduras,123,1
100111588412670,Abogado Ric Soto HN,Ricardo Soto Castro,≤100,1
486382251906084,Honduras El Pais,Diario El  Pais.hn,≤100,3
130202453827085,Asociacion Calidad de Vida,Asociación Calidad de Vida,≤100,1
116308369063243,Kambria,These ads ran without a disclaimer,≤100,1
127031794038958,Blue Marine Foundation,These ads ran without a disclaimer,≤100,1
152292984850728,International Monetary Fund,These ads ran without a disclaimer,≤100,1
107169378836825,Izy Solar Esp,These ads ran without a disclaimer,≤100,1
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,≤100,1
152914224736727,Banco Mundial,These ads ran without a disclaimer,≤100,6
