Page ID,Page name,Disclaimer,Amount spent (IDR),Number of ads in Library
101350709331663,Golkar 2024,Yayasan Golkar Institut SPKP,73971613,211
108132042285089,Erwin Aksa,Yayasan Golkar Institute,11200597,93
317965655213024,Gerakan Nahdliyyin Bersatu,Gerakan Nahdliyyin Bersatu,9005482,2
23383061178,Prabowo Subianto,indonesia Adil makmur,8956962,7
1182989151803018,M Hasanuddin Wahid,Kebangkitan Bangsa,8886427,2
320858334728047,Partai Solidaritas Indonesia,Partai Solidaritas Indonesia,7254639,40
104054595928021,Bakti Untuk Rakyat,Bakti Untuk Rakyat,6311142,63
333711983956998,Erwin Aksa,Yayasan Golkar Institute SPKP,6063439,23
111864151754055,Esensi TV,Esensi Tv,2795727,86
102793242742002,Jaksapedia,JAKSAPEDIA,2758762,34
107600565668590,Munafri Arifuddin,Yayasan Golkar Institute,2030464,12
111580301790421,Cak Fauzi JATIM,Cak Fauzi Jatim,1565613,19
39684526732,Wanda Hamidah,Yayasan Infobox,1312067,3
100649018546817,GanjarFans,GanjarFans,1217001,24
104830667806476,Melihat Indonesia,Melihat Indonesia,1162017,57
397603117477041,Lindsey Afsari Puteri,Yayasan Golkar Institute,992121,4
695605000462574,CNN Indonesia,CNN Indonesia,950483,1
104844282389488,Kelas Digital Marketing,Kelas Digital Marketing,649253,10
101203454841155,Kota Kite,Prayogo,627462,4
790156511331117,Tempo CekFakta,TEMPO MEDIA GROUP,619125,2
197545083607941,Harian Kompas,Harian Kompas,585384,20
110419528729730,Golkar Makassar,Yayasan Golkar Institute,563611,11
1547369918837496,Zulkifli Hasan,Media Center PAN,560643,6
349963858704476,Komit Digital,Komit Digital,490057,26
102656349157647,Tugimanisme,Tugimanisme,462987,13
397612604060624,ilham mendrofa,ilham mendrofa,450941,4
105078775340816,Satuan Tugas UU Cipta Kerja,Satuan Tugas UU Cipta Kerja,416740,22
104899195891472,Berita Ganjar Pranowo,Berita Ganjar Pranowo,397428,13
292939164731691,Relawan Herviano,Relawan Herviano,393157,12
120493494629294,Pikiran Rakyat,"Aditya Riantiko Akbar, ST",380143,2
111265401641821,Aspirasi Rakyat,Aspirasi Rakyat,373765,1
104117921752426,Ganjaran App,Ganjaran App,368842,3
102213799392946,Nuansa 2024,These ads ran without a disclaimer,365059,1
107314345341621,Zakiyuddin Harahap,Zakiyuddin harahap,363157,12
642603442612516,Muktar Efendi Harahap,Muktar efendi harahap,337739,12
112376825007045,Dewi Juliani 2024,Dewi Juliani 2024,336132,12
147555216186069,Christina Aryani,Christina Aryani Foundation,316967,3
110547131467051,Ikfina Fahmawati,Diovanka Darmawan,309450,7
104427162506872,Fakta Anies,Fakta Anies,304389,17
102060486500863,The Jakarta Post,PT. Bina Media Tenggara,301311,7
102213799392946,Nuansa 2024,Nuansa 2024,297002,1
103581752405141,Sobar Harahap,Sobar Harahap,280657,13
111003051988471,Raendi Rayendra,Muhammad Agung Saputra,280267,5
110294151987732,Head Politika,Head Politika,272555,3
1165819730216749,Global Ehsan Relief Indonesia,Global Ehsan Relief Indonesia,269235,5
110438625290456,Benteng Perkasa,Benteng Perkasa,266776,1
101403669397488,Nikmatul Sugiyarto,Nikmatul Sugiyarto,265529,13
39253583478,PDI Perjuangan,PDI Perjuangan,261852,25
940046502768734,Portfolio Magazine,These ads ran without a disclaimer,254454,1
106919112303644,Jasa Pembuatan Video,Jasa Pembuatan Video,250766,2
105903795626960,Ruangcuan.com,Ruangcuan.com,245316,2
1004727719661767,Rian Ernest,Yayasan Golkar Institute,243911,3
101372009341896,Kata cirebon,Berita Kota,221967,5
678421075696415,Giring Ganesha,Partai Solidaritas Indonesia,221813,3
110865154735990,Koran Harian Tanah Air,Muhammad Miftakhunnaim,221724,22
318316705029207,Jefirstson R Riwu Kore,Jefirstson R Riwu Kore,220587,2
1500140530273695,Kimia Farma Care,Kimia Farma,212706,2
526765274016858,DPD Gerindra Gorontalo,Elnino Mohamad Husein Mohi,204969,7
1679783648997296,DKISP Kaltara,Anggianto,199875,4
503443566392334,Zurich,These ads ran without a disclaimer,197064,1
2226767280926469,Puteri Anetta Komarudin,Puteri Anetta Komarudin,191277,4
101760624522103,DPP Banteng Muda Indonesia,Farid Wahyudi,188974,16
102262302515901,Henry Indraguna,Ananda Puja Wandra,188316,4
101738626193641,Garuda Bersuara,Garuda Bersuara,186712,1
582402568517453,Coretan Kehidupan,Coretan Kehidupan,174598,7
106144715764206,Enine Indonesia,Enine Indonesia,156769,2
332937453857191,Relawan Gotong Royong,Relawan Gotong Royong,150000,1
110799152010497,Prabowo Lanjutkan Kepemimpinan,Prabowo Lanjutkan Kepemimpinan,148399,1
105523409172833,Kicauan Garuda,These ads ran without a disclaimer,146456,1
112570091503539,GP Papua,Ganjar Nusantara Indonesia,136027,4
338740510222539,"Rohmat Marzuki, S.Hut - Sarjana Kehutanan Mbangun Deso",Rohmat Marzuki,132528,5
110799152010497,Prabowo Lanjutkan Kepemimpinan,These ads ran without a disclaimer,128369,1
102273039070802,Info Terkini,Muhammad Miftakhunnaim,121362,12
107713638697378,Filosofi jakarta timur,Berita Kota,116228,1
105193322287911,Ideal jakarta selatan,Berita Kota,113704,1
102708602466860,Riau Dukung Ganjar,Ganjar Nusantara Indonesia,109904,2
40841178757,Elnino Mohi,Elnino Mohamad Husein Mohi,105897,3
111805655036485,Humas DPRD Pati,Aditya Rachmat Pamungkas,105456,2
108511588277325,Galeria Konveksi,Solehudin,103617,1
113441885019936,Kawan Sigit Raditya,Muhamad Rizqy Mubaroq,101551,1
100776135899424,Dr. H. Syamsurizal SE MM,Dr. H. Syamsurizal SE MM,100000,1
106287625764574,Teman Dito,Barry Eko Lesmana,100000,1
109853118657212,Devi Siswandani,Devi Siswandani,99999,1
104217932476562,Ali Badrudin,Aditya Rachmat Pamungkas,99394,2
107611851968705,Sumsel Dukung Ganjar,Ganjar Nusantara Indonesia,99171,2
101648362613609,GP Sulawesi Tengah,Ganjar Nusantara Indonesia,97051,2
104317482149268,DPRD Provinsi Jawa Timur,Dinni Anggraeni,93893,5
101866128977837,Belajar Pemilu,Muhammad Basir,93858,17
107957085656522,Jambi Untuk Ganjar,Ganjar Nusantara Indonesia,90990,3
117799294648639,Rangkai Digital,Sukma Ramadhani,90896,4
803249480013556,Inside Tokopedia,These ads ran without a disclaimer,87975,1
100159712647702,Fakta Anies Baswedan,Fakta Anies Baswedan,87476,4
110827921712816,Melihat jakarta pusat,Berita Kota,85741,1
1413233442285275,Prabowo Untuk NKRI,Prabowo Untuk NKRI,85390,1
256838011014355,Partai Gerakan Indonesia Raya (Gerindra),Partai Gerindra,84765,2
