Location name,Amount spent (VND)
An Giang Province,15656
Bà Rịa–Vũng Tàu Province,16586
Bình Dương Province,19764
Bình Phước Province,10607
Bình Thuận Province,14935
Bình Định Province,13465
Bạc Liêu Province,5247
Bắc Giang Province,15924
Bắc Kạn Province,2733
Bắc Ninh Province,120414
Bến Tre Province,8452
Cao Bằng Province,4506
Cà Mau Province,6498
Cần Thơ,12942
Da Nang,16032
Gia Lai Province,11241
Haiphong,23575
Ho Chi Minh City,78686
Hà Giang Province,3052
Hà Nam Province,8697
Hà Tĩnh Province,14487
Hòa Bình Province,6513
Hưng Yên Province,9825
Hải Dương Province,19402
Hậu Giang Province,2575
Khánh Hòa Province,14637
Kiên Giang Province,12611
Kon Tum Province,4324
Lai Châu Province,3064
Long An Province,9456
Lào Cai Province,5550
Lâm Đồng Province,14772
Lạng Sơn Province,7436
Nam Định Province,17780
Nghệ An Province,41908
Ninh Bình Province,11135
Ninh Thuận Province,3966
Phú Thọ Province,15132
Phú Yên Province,8177
Quảng Bình Province,7635
Quảng Nam Province,14161
Quảng Ngãi Province,10237
Quảng Ninh Province,15061
Quảng Trị Province,9843
Sóc Trăng Province,6006
Sơn La Province,6649
Thanh Hóa Province,26806
Thái Bình Province,16689
Thái Nguyên Province,15615
Thừa Thiên–Huế Province,21517
Tiền Giang Province,11318
Trà Vinh Province,6583
Tuyên Quang Province,7293
Tây Ninh Province,9343
Vĩnh Long Province,5945
Vĩnh Phúc Province,11237
Yên Bái Province,6274
Điện Biên Province,4356
Đắk Lắk Province,177259
Đắk Nông Province,11613
Đồng Nai Province,33553
Đồng Tháp Province,9540
