Location name,Amount spent (ARS)
Buenos Aires,1114419
Catamarca,46305
Chaco,44616
Chubut,61605
Ciudad Autónoma de Buenos Aires,124242
Corrientes,28815
Córdoba,2184404
Entre Rios,36559
Formosa,15640
Jujuy,13989
La Pampa,233664
La Rioja,17120
Mendoza,29248
Misiones,18156
Neuquén,141693
Río Negro,28074
Salta,414888
San Juan,46734
San Luis,58415
Santa Cruz,7409
Santa Fe,234872
Santiago del Estero,13280
Tierra del Fuego,47324
Tucuman,46740
Unknown,≤100
