Location name,Amount spent (BRL)
Acre (state),1377
Alagoas,3679
Amapá,1339
Amazonas,6291
Bahia,18978
Ceará,13539
Espírito Santo,6012
Federal District,6379
Goiás,9326
Maranhão,7369
Mato Grosso,6802
Mato Grosso do Sul,5090
Minas Gerais,31344
Paraná,15327
Paraíba,6929
Pará,10670
Pernambuco,14456
Piauí,4003
Rio Grande do Norte,5169
Rio Grande do Sul,13593
Rio de Janeiro (state),23101
Rondônia,2899
Roraima,1498
Santa Catarina,14462
Sergipe,2752
São Paulo (state),67986
Tocantins,1525
Unknown,261
