Location name,Amount spent (TRY)
Adana Province,509
Adıyaman Province,≤100
Afyonkarahisar Province,491
Aksaray Province,669
Amasya Province,≤100
Ankara Province,1307
Antalya Province,717
Ardahan Province,≤100
Artvin Province,≤100
Aydın Province,264
Ağrı Province,≤100
Balıkesir Province,296
Bartın Province,≤100
Batman Province,224
Bayburt Province,≤100
Bilecik Province,≤100
Bingöl Province,≤100
Bitlis Province,≤100
Bolu Province,≤100
Burdur Province,≤100
Bursa Province,965
Denizli Province,500
Diyarbakır Province,148
Düzce Province,≤100
Edirne Province,≤100
Elazığ Province,≤100
Erzincan Province,353
Erzurum Province,≤100
Eskişehir Province,311
Gaziantep Province,391
Giresun Province,200
Gümüşhane Province,≤100
Hakkâri Province,≤100
Hatay Province,402
Isparta Province,201
Istanbul Province,19622
Iğdır Province,≤100
Kahramanmaraş Province,176
Karabük Province,≤100
Karaman Province,≤100
Kars Province,≤100
Kastamonu Province,1371
Kayseri Province,309
Kilis Province,≤100
Kocaeli Province,535
Konya Province,542
Kütahya Province,178
Kırklareli Province,≤100
Kırıkkale Province,≤100
Kırşehir Province,≤100
Malatya Province,≤100
Manisa Province,375
Mardin Province,≤100
Mersin Province,435
Muğla Province,317
Muş Province,≤100
Nevşehir Province,≤100
Niğde Province,108
Ordu Province,178
Osmaniye Province,110
Rize Province,190
Sakarya Province,112
Samsun Province,494
Siirt Province,≤100
Sinop Province,≤100
Sivas Province,105
Tekirdağ Province,718
Tokat Province,≤100
Trabzon Province,467
Tunceli Province,≤100
Unknown,≤100
Uşak Province,311
Van Province,≤100
Yalova Province,189
Yozgat Province,≤100
Zonguldak Province,109
Çanakkale Province,201
Çankırı Province,765
Çorum Province,112
İzmir Province,2126
Şanlıurfa Province,233
Şırnak Province,≤100
