Page ID,Page name,Disclaimer,Amount spent (BSD),Number of ads in Library
109784241737504,A Closer Look,Fincastle Media Group,188,5
111026898242419,Senator Michela Barnett-Ellis,Michela Elaine Ellis,≤100,1
120460525135389,Educational Partners International,These ads ran without a disclaimer,≤100,1
456013751424561,CESaRE,These ads ran without a disclaimer,≤100,1
108210467509014,The HEY Campaign,These ads ran without a disclaimer,≤100,1
1617753965111540,Oil and Gas World/Oil Sands Strong,These ads ran without a disclaimer,≤100,1
274138756817,Architonic,These ads ran without a disclaimer,≤100,1
