Location name,Amount spent (TWD)
Changhua,7643
Chiayi,1631
Hsinchu,3981
Hsinchu City,5831
Hualien,3095
Kaohsiung,24453
Keelung City,3370
Kinmen,596
Lienchiang,≤100
Miaoli,3596
Nantou,3140
New Taipei City,39581
Penghu,601
Pingtung,4641
Taichung,26062
Tainan,15882
Taipei,31667
Taitung,1514
Taoyuan City,23195
Unknown,3684
Yilan,2594
Yunlin,4344
