Page ID,Page name,Disclaimer,Amount spent (UYU),Number of ads in Library
165920193432209,Intendencia de Montevideo,Intendencia de Montevideo,5207,27
487382181357231,Diego Echeverría,Javier Guadalupe,1657,2
409758545881921,Intendencia de Colonia,Intendencia de Colonia,434,1
721629447857727,567 El Espacio,Sol Ines Pereyra Zunin,379,1
339506493370193,Richard Sander,Richard Saul Sander Darín,285,2
308762172579887,Rodrigo Goñi Reyes,Maria Florencia Porro,231,2
225968600759645,Andrés Lima,Ernesto Dario Castro Rodriguez,208,3
118843371534548,AUTE - Agrupación UTE - Sitio Oficial,AUTE,138,1
192381083777,Hyundai Worldwide,These ads ran without a disclaimer,106,1
102807685873350,Facundo Marziotte,AE Comunicacion Visual,104,1
103988995047541,Diputada Nancy Nuñez Soler,Nancy Estela del Pilar Nuñez Soler,≤100,1
107680212029365,Todos Por Río Negro,Alejandro Matias Roverano Ayala,≤100,1
747420075340256,El Agricultor Primero,These ads ran without a disclaimer,≤100,1
161707728106607,BayWa r.e. Global,These ads ran without a disclaimer,≤100,1
239982637475,Independent Evaluation Group (IEG),These ads ran without a disclaimer,≤100,1
223495844457800,China Plus Culture,These ads ran without a disclaimer,≤100,1
339810463063059,Conflict Of Nations : World War 3,These ads ran without a disclaimer,≤100,1
104015742220554,Mimic,These ads ran without a disclaimer,≤100,1
750731415621118,Remote Sensing MDPI,These ads ran without a disclaimer,≤100,2
256172641494184,Imperivm,These ads ran without a disclaimer,≤100,1
327115907736300,Asia Global Institute,These ads ran without a disclaimer,≤100,1
