Page ID,Page name,Disclaimer,Amount spent (EGP),Number of ads in Library
384511478794856,Thndr ثاندر,These ads ran without a disclaimer,4648,8
550280998481446,Rasha Kelej,Rasha Kelej,1499,12
798673866859390,ETC TV,ETC TV,1353,37
192320965049184,الإعلامية نيفين منصور,الإعلامية نيفين منصور,1012,6
663508057123324,جمعية رسالة للأعمال الخيرية بالدقهلية,جمعية رسالة للأعمال الخيرية بالدقهلية,980,3
273900239400893,نقابة المحامين المصرية,نقابة المحامين المصرية,800,15
100835565731657,Ahmed Amin Massoud - أحمد أمين مسعود,Ahmed Amin Massoud - أحمد أمين مسعود,618,1
101009088774421,حزب حماة الوطن,حزب حماة الوطن,571,3
181524565276709,الهلال الأحمر المصري - Egyptian Red Crescent,الهلال الأحمر المصري - Egyptian Red Crescent,527,9
106450555171099,مجدي البري - Magdy Elbery,مجدي البري - Magdy Elbery,525,6
104020192686610,ARKAN,These ads ran without a disclaimer,493,1
279224125621229,قناة مكملين - الرسمية,These ads ran without a disclaimer,492,8
106719921012688,Ahmed Bahaa Shalaby-أحمد بهاء شلبي,Integrated Marketing Communications For Media.IMC,465,6
308088503057656,النائب محمود عصام,النائب محمود عصام,407,5
1632636017007559,Mohamed Mostafa Elsallab محمد مصطفي السلاب,Mohamed Mostafa Elsallab محمد مصطفي السلاب,375,7
285141818193260,معهد الاتصالات لعلوم الحاسب الالي واللاسلكي,These ads ran without a disclaimer,347,2
118992379972310,Fatmah Selim - فاطمة سليم,Fatmah Selim - فاطمة سليم,261,8
137375666332415,Paper Middle East Exhibition,These ads ran without a disclaimer,249,1
900337800058784,برنامج الو مكملين,These ads ran without a disclaimer,242,6
102742355232970,النائب صلاح السعودى,النائب صلاح السعودى,231,2
101296145949977,Babel - بابل,These ads ran without a disclaimer,212,1
1424610401122573,هاني العتال - Hany Alattal,هاني العتال - Hany Alattal,200,1
354968941204659,الدكتور أيمن أبو العلا عضو مجلس النواب,الدكتور أيمن أبو العلا عضو مجلس النواب,181,4
101586878327765,Hassanein Tawfiq - حسانين توفيق,Hassanein Tawfiq - حسانين توفيق,167,5
103745798627292,المستشار ماهر ميلاد اسكندر,المستشار ماهر ميلاد اسكندر,155,3
963424467011784,أحمد فتحي - Ahmed Fathy,أحمد فتحي - Ahmed Fathy,132,6
597559790371644,نادى الزهور الرياضى,نادى الزهور الرياضى,130,7
114227100379731,عادل اللمعي - Adel El lamei,عادل اللمعي - Adel El lamei,107,1
1916894871881712,يونس عبدالرازق - Younes abdelrazek,يونس عبدالرازق - Younes abdelrazek,104,1
103291013528894,Dr.Mokhtar Gomaa,Dr.Mokhtar Gomaa,103,2
102765221685871,كشف فساد مجلس اداره قريه ذهبيه,كشف فساد مجلس اداره قريه ذهبيه,103,1
666470146818916,مؤسسة جبر القلوب - GabrAlqulub,مؤسسة جبر القلوب - GabrAlqulub,102,3
1934139156895621,د.خالد قنديل Dr.Khaled Kandel,د.خالد قنديل Dr.Khaled Kandel,101,1
103004372363887,عماد الصباغ,عماد الصباغ,≤100,1
535371883202755,Freddy Elbaiady  صفحة فريدي البياضي,Freddy Elbaiady  صفحة فريدي البياضي,≤100,1
103571604973098,هشام حسين - Hesham Hussein,هشام حسين - Hesham Hussein,≤100,2
743199805779919,الموقف المصري,These ads ran without a disclaimer,≤100,1
101978821273549,حزب الجيل الديمقراطي,حزب الجيل الديمقراطي,≤100,1
112709551678127,الصفحة الرسمية لبرنامج آخر كلام,These ads ran without a disclaimer,≤100,2
101288461667738,Senator Yasser Zaki - النائب ياسر زكى,Senator Yasser Zaki - النائب ياسر زكى,≤100,1
112884131660592,أسامة جاويش-Osama Gaweesh,These ads ran without a disclaimer,≤100,3
102703968944759,مصر الآن,مصر الآن,≤100,1
100349558507549,النائب حسام زكي - Senator Hossam Zaki,النائب حسام زكي - Senator Hossam Zaki,≤100,1
1499794056976451,الصفحه الرسميه للنائب على عبد الونيس,الصفحه الرسميه للنائب على عبد الونيس,≤100,3
105328942152953,رؤى لدراسات حقوق الإنسان والتنمية,رؤى لدراسات حقوق الإنسان والتنمية,≤100,1
102049791667720,المقدم الدكتور / حامد الزعبلاوى,المقدم الدكتور / حامد الزعبلاوى,≤100,1
532134937722830,النائبة أميرة بهاء الدين أبو شقة,النائبة أميرة بهاء الدين أبو شقة,≤100,1
101585846062627,ضحايا نادي وادي دجلة,ضحايا نادي وادي دجلة,≤100,1
105872082337085,النائب أحمد عبدالجواد,النائب أحمد عبدالجواد,≤100,1
2985002234873227,المعهد العالي للهندسة والتكنولوجيا بالمنزلة,These ads ran without a disclaimer,≤100,1
105096455624550,Tamer abdelhamid - تامر عبد الحميد,Tamer abdelhamid - تامر عبد الحميد,≤100,1
117197414641940,أحمد سمير - الصفحــة الرسمية,These ads ran without a disclaimer,≤100,11
