Location name,Amount spent (VEF)
Amazonas,6463
Anzoátegui,3378471
Apure,250000
Aragua,1054013
Barinas,3264081
Bolívar (state),1159507
Capital District,8511891
Carabobo,5034625
Cojedes,145000
Delta Amacuro,≤100
Falcón,664082
Guárico,310425
Lara,4654085
Miranda (state),2289931
Monagas,2500000
Mérida,3014081
Nueva Esparta,299081
Portuguesa,490544
Sucre,236463
Trujillo,360000
Táchira,5225548
Unknown,≤100
Vargas,537500
Yaracuy,584388
Zulia,6540117
