Location name,Amount spent (BRL)
Acre (state),1122
Alagoas,2878
Amapá,1081
Amazonas,4746
Bahia,14175
Ceará,11516
Espírito Santo,4817
Federal District,6129
Goiás,8498
Maranhão,5068
Mato Grosso,5172
Mato Grosso do Sul,4455
Minas Gerais,40678
Paraná,17404
Paraíba,4518
Pará,6863
Pernambuco,9604
Piauí,2809
Rio Grande do Norte,4182
Rio Grande do Sul,29590
Rio de Janeiro (state),27618
Rondônia,2168
Roraima,562
Santa Catarina,10945
Sergipe,3032
São Paulo (state),87257
Tocantins,1399
Unknown,≤100
