Page ID,Page name,Disclaimer,Amount spent (CZK),Number of ads in Library
287724754662359,HateFree Culture,HateFree Culture,6136,5
1956144064659620,BlueTV,Aliance pro budoucnost,5098,2
487445514669670,Petr Fiala,ODS - Občanská demokratická strana,4087,6
103430204491217,Robert Šlachta,PŘÍSAHA - občanské hnutí Roberta Šlachty,3540,2
251656685576,KDU-ČSL,KDU-ČSL,3321,12
30575632699,ODS - Občanská demokratická strana,ODS - Občanská demokratická strana,3291,10
55408246161,Amnesty International ČR,Amnesty International ČR,2970,16
811870538837173,Eurojackpot,These ads ran without a disclaimer,1998,2
356451014434612,Marian Jurečka,KDU-ČSL,1771,7
34825122262,Časopis Reflex,CZECH NEWS CENTER a. s.,1596,10
206273352289,ADRA CZ,"ADRA, o.p.s.",1214,6
370583064327,Starostové a nezávislí • STAN,Starostové a nezávislí • STAN,1104,1
211685455639198,Ministerstvo práce a sociálních věcí,Ministerstvo práce a sociálních věcí,1100,5
206407509818,Blesk.cz,CZECH NEWS CENTER a. s.,1071,2
133030253410089,Jan Šafařík - náměstek hejtmana,Jan Šafařík - náměstek hejtmana,1032,2
1469427909957890,Reportér magazín,Reportér magazín,1002,2
1477535869227488,Vít Rakušan,Starostové a nezávislí,900,1
267751653384029,Pardubický kraj,Pardubický kraj,805,1
384187235387895,Alena Schillerová,ANO,724,2
1668630386739423,Munipolis,Mobilní Rozhlas,695,3
378827025796132,Peak.cz,Peak.cz,690,18
264983260329918,Rádio Universum,Kupředu do minulosti s.r.o.,660,4
1104866262972886,Michal Šmarda,Česká strana sociálně demokratická,657,2
130038285069,Lékaři bez hranic / Médecins Sans Frontières (MSF),"Lékaři bez hranic - Médecins Sans Frontières in Czech Republic, o. p. s.",612,7
107776678913414,Michal Slavík,Michal Slavík,589,1
110945610569821,Odchod.eu,Hnutí Odchod,560,1
693725074166331,Naše zdravotnictví,Naše zdravotnictví,546,5
100192095988280,Návštěvnické centrum ČNB,Česká národní banka,527,1
58887737763,Hnutí DUHA - Přátelé Země Česká republika,Hnutí DUHA - Přátelé Země Česká republika,525,13
111108757492137,Libor Vondráček • Svobodní,Libor Vondráček • Svobodní,507,6
424114981002397,Český rozhlas Plus,Český rozhlas,465,21
106834174877753,Svět hospodářství,"SH media, spol. s r.o.",437,5
90002267161,TOP 09,TOP 09,416,12
214827221987263,Andrej Babiš,Andrej Babiš,415,2
