Location name,Amount spent (ISK)
Capital Region,59797
Eastern Region,2952
Northeastern Region,11613
Northwestern Region,1612
Southern Peninsula,6292
Southern Region,6631
Unknown,≤100
Western Region,1882
Westfjords,1820
