Location name,Amount spent (VEF)
Amazonas,≤100
Anzoátegui,7429585
Apure,500000
Aragua,3014533
Barinas,1308635
Bolívar (state),2577820
Capital District,11239310
Carabobo,9014231
Cojedes,475306
Delta Amacuro,352502
Falcón,1500000
Guárico,922506
Lara,3139555
Miranda (state),10115373
Monagas,4750302
Mérida,2267049
Nueva Esparta,1250000
Portuguesa,1500000
Sucre,750000
Trujillo,4000907
Táchira,16514533
Unknown,≤100
Vargas,3065022
Yaracuy,1500000
Zulia,18904849
