Page ID,Page name,Disclaimer,Amount spent (ISK),Number of ads in Library
41021009350,Framsókn,Framsókn,48496,22
269089752708,Sjálfstæðisflokkurinn,Sjálfstæðisflokkurinn,21597,6
737169626371453,Stundin,Stundin,10775,1
152804904889,Samfylkingin,Samfylkingin,10113,4
573559522797177,Flokkur fólksins,Flokkur Fólksins,7647,2
423451321043674,Vinstrihreyfingin - grænt framboð,Vinstrihreyfingin - grænt framboð,5306,12
276600879474149,Icelandic Wildlife Fund,The Icelandic Wildlife Fund,4457,4
156161194561570,Kjarninn,Kjarninn,4188,1
430089884101936,Þingflokkur Pírata,Þingflokkur Pírata,3000,5
137524753533383,Miðflokkurinn,Miðflokkurinn,2644,1
192789944066997,Samtök ferðaþjónustunnar,Samtök ferðaþjónustunnar,2124,8
154893001218870,ADHD samtökin,ADHD samtökin,1948,5
2375329499365063,Verkalýðsfélagið Hlíf,Verkalýðsfélagið Hlíf,1298,1
106979180938014,Samstöðin,Samstöðin ehf,1276,1
105986171646268,Diljá Mist,Diljá Einarsdóttir,1236,1
108295544832396,Jóhann Páll Jóhannsson,Jóhann Páll Jóhannsson,1158,1
162409941250265,Sanna Reykjavík,Sósíalistaflokkur Íslands,802,1
475136726354344,Sara Dögg,Sara Dögg,517,1
117923164930140,Lifandi vísindi- Lifandi saga,Guðbjartur Finnbjörnsson,158,1
1532699550291414,Samtök hernaðarandstæðinga,These ads ran without a disclaimer,≤100,1
109226401995838,creandomundos_ai,These ads ran without a disclaimer,≤100,1
185561295623272,Move To Help Foundation,These ads ran without a disclaimer,≤100,1
272391440246842,Radu Dalas,These ads ran without a disclaimer,≤100,1
223085324391268,ADC Memorial,These ads ran without a disclaimer,≤100,1
224597158386607,Rosa Luxemburg Foundation,These ads ran without a disclaimer,≤100,1
