Location name,Amount spent (USD)
Alabama,8193
Alaska,5728
American Samoa,≤100
Arizona,34024
Arkansas,5199
California,76431
Colorado,19192
Connecticut,6684
Delaware,2199
Florida,78448
Georgia,23146
Guam,≤100
Hawaii,4720
Idaho,6828
Illinois,29244
Indiana,16537
Iowa,8180
Kansas,7879
Kentucky,16246
Louisiana,11267
Maine,9438
Maryland,18407
Massachusetts,12214
Michigan,43668
Minnesota,21813
Mississippi,5774
Missouri,16111
Montana,5430
Nebraska,4184
Nevada,12032
New Hampshire,4560
New Jersey,19102
New Mexico,8975
New York,76185
North Carolina,28259
North Dakota,1415
Northern Mariana Islands,≤100
Ohio,28502
Oklahoma,8379
Oregon,10252
Pennsylvania,44780
Puerto Rico,≤100
Rhode Island,2055
South Carolina,9245
South Dakota,1789
Tennessee,19897
Texas,71262
Unknown,≤100
Utah,5787
Vermont,2227
Virgin Islands (U.S.),≤100
Virginia,22821
Washington,16304
"Washington, District of Columbia",8213
West Virginia,5095
Wisconsin,41674
Wyoming,1372
