Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,1586
Bicol Region,15943
Cagayan Valley,3199
Calabarzon,24300
Caraga,2810
Central Luzon,10597
Central Visayas,8194
Cordillera Administrative Region,1597
Davao Region,5570
Eastern Visayas,4860
Ilocos Region,3737
Metro Manila,32228
Mimaropa,2802
Northern Mindanao,6768
Soccsksargen,4386
Unknown,≤100
Western Visayas,8293
Zamboanga Peninsula,4077
