Location name,Amount spent (NZD)
Auckland Region,3321
Bay of Plenty Region,567
Canterbury,1195
Cook Islands,≤100
Gisborne District,≤100
Hawke's Bay,294
Manawatu-Wanganui,523
Marlborough Region,≤100
Nelson Province,142
Niue,≤100
Northland Region,328
Otago,416
Southland,209
Taranaki,232
Tasman District,≤100
Unknown,≤100
Waikato,819
Wellington Region,1150
West Coast,≤100
