Location name,Amount spent (EUR)
Andalusia,2421
Aragón,340
Balearic Islands,473
Cantabria,151
Castilla y Leon,511
Castilla-La Mancha,525
Cataluña,3182
Comunidad Valenciana,1626
Comunidad de Madrid,2314
Extremadura,372
Galicia,596
Islas Canarias,813
La Rioja,≤100
Navarra,147
País Vasco,435
Principality of Asturias,317
Region of Murcia,360
Unknown,≤100
