Location name,Amount spent (EUR)
Carlow,≤100
Cavan,≤100
County Clare,105
County Cork,486
County Laois,≤100
County Leitrim,≤100
County Longford,≤100
County Louth,169
County Mayo,≤100
County Meath,189
County Monaghan,≤100
County Offaly,≤100
County Tipperary,181
County Westmeath,101
Donegal,147
Dublin,1549
Galway,292
Kerry,148
Kildare,202
Kilkenny,≤100
Limerick,191
Roscommon,≤100
Sligo,≤100
Unknown,≤100
Waterford,127
Wexford,163
Wicklow,146
