Page ID,Page name,Disclaimer,Amount spent (RON),Number of ads in Library
1058116737612843,USR,Uniunea Salvați România,11511,7
1395939193764858,Marcel Ciolacu,Partidul Social Democrat,4426,25
178362315106,European Parliament,European Parliament,3850,12
122074554119,EU Social,EU Social,2365,7
163943696987223,Ziarul Puterea,Ziarul Puterea,1943,42
321890494859228,Vlad Gheorghe,Vlad Gheorghe,996,13
102601499822802,RMDSZ,RMDSZ,829,12
100187575506085,Bogdan Balaniscu,Partidul Social Democrat,807,9
1559885467641191,Râul Alb,Râul Alb,663,18
988607871174850,Grupul de Investigatii Politice,Grupul de Investigatii Politice,565,1
108801900624850,Cojocaru Petru Bogdan,Partidul Social Democrat,484,7
731035500293728,Siegfried Muresan,Siegfried Muresan,456,2
375782699694430,USR Ialomița,USR Ialomița,390,3
176989973158138,Guvernare.net,Guvernare.net,375,2
114319753592403,AFACERI.news,Trend Communication,362,9
697451833786949,Mihai Polițeanu,Mihai Polițeanu,318,4
165467823513147,Alin Tișe,Alin Tișe,298,3
243027859216579,Alfred Simonis,Partidul Social Democrat,285,5
102743169253473,Reciclăm în România,Reciclăm în România,251,18
149371012371397,Newsweek Romania,Newsweek Romania,201,4
103445844473825,Alianța pentru Unirea Românilor - AUR,Partidul Politic ALIANȚA PENTRU UNIREA ROMÂNILOR,186,2
207741001672,Speranta pentru Romania,Speranta pentru Romania,185,2
329619180721358,Cosette Chichirău,Cosette Chichirău,184,1
160389004118249,Iulian Dumitrescu,Iulian Dumitrescu,178,4
557284874779877,Mihai Coteț,Mihai Cotet,177,3
111494220589160,spotmedia.ro,spotmedia.ro,177,1
108295090637741,ASAP România,Fundatia The Institute,173,2
924354934394338,Iulian Lorincz,Iulian Lorincz,165,3
686190454826244,Declic,Declic,164,12
110665943772240,Virgil Pirvulescu,Virgil Pîrvulescu,161,1
104519198394311,Rareș Hopincă,Rares Hopinca,157,1
109445158308624,De fapt,DeFapt.ro,151,3
104214448943442,Adrian Niță,Nita Adrian,147,1
1656475137918717,USR Sector 6,Uniunea Salvati Romania Filiala Sector 6,143,2
101285816081220,Ilias Papageorgiadis,Ilias Papageorgiadis,136,1
113009310432947,Ilie Cheșa,Ilie Cheșa,135,8
2443020582586584,Romania Eficienta,Romania Eficienta,135,14
119951381384296,Apa Nova Bucureşti,These ads ran without a disclaimer,131,1
123526378261795,Stiri Locale,Stiri Locale,124,1
