Page ID,Page name,Disclaimer,Amount spent (SGD),Number of ads in Library
101963408923046,Real Estate Insight,Sim Hanwen,≤100,8
1485486608381824,Singapore Chinese Cultural Centre 新加坡华族文化中心,Singapore Chinese Cultural Centre,≤100,3
467260466759436,Global Ehsan Relief,Global Ehsan Relief,≤100,3
1389010631425852,World Scientific Singapore,World Scientific Publishing Co. Pte Ltd,≤100,1
123698491019029,Lombard Odier Group,These ads ran without a disclaimer,≤100,2
100134918399636,Red Dot United,Ravi Chandran Philemon,≤100,1
105193687974134,TWC2 Tamil,Transient Workers Count Too - TWC2,≤100,1
1748866435402840,Bapa Sepanjang Hayat,Cp Eruandee Bin Prayitna,≤100,1
101534006137428,theadventureproj,These ads ran without a disclaimer,≤100,1
105371502336242,乌克兰.ua,These ads ran without a disclaimer,≤100,1
105640164784251,Singapore United Party,Zhu Laicheng,≤100,1
100466846248633,AI Mage,These ads ran without a disclaimer,≤100,3
191399134327652,aramco,These ads ran without a disclaimer,≤100,1
2628571130493882,CBeyond,These ads ran without a disclaimer,≤100,1
1643175912458138,免費法律諮詢及轉介 - My Lawyer,These ads ran without a disclaimer,≤100,1
1196196390526965,Facebook Surveys,These ads ran without a disclaimer,≤100,3
360408823991223,Ĉina Radio Internacia,These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,2
492984144218541,Morning Worship Moment,These ads ran without a disclaimer,≤100,1
17973644177,Global Peace Foundation,These ads ran without a disclaimer,≤100,1
