Location name,Amount spent (VND)
An Giang Province,6178
Bà Rịa–Vũng Tàu Province,14046
Bình Dương Province,9169
Bình Phước Province,6943
Bình Thuận Province,5407
Bình Định Province,30038
Bạc Liêu Province,2106
Bắc Giang Province,7755
Bắc Kạn Province,2212
Bắc Ninh Province,101396
Bến Tre Province,12201
Cao Bằng Province,49020
Cà Mau Province,4797
Cần Thơ,5781
Da Nang,18727
Gia Lai Province,51397
Haiphong,9303
Ho Chi Minh City,84849
Hà Giang Province,1425
Hà Nam Province,1308
Hà Tĩnh Province,7608
Hòa Bình Province,3361
Hưng Yên Province,2400
Hải Dương Province,7079
Hậu Giang Province,1377
Khánh Hòa Province,6708
Kiên Giang Province,6218
Kon Tum Province,1451
Lai Châu Province,484
Long An Province,3528
Lào Cai Province,1848
Lâm Đồng Province,4640
Lạng Sơn Province,4628
Nam Định Province,3408
Nghệ An Province,8339
Ninh Bình Province,1360
Ninh Thuận Province,1828
Phú Thọ Province,3256
Phú Yên Province,4382
Quảng Bình Province,2526
Quảng Nam Province,5076
Quảng Ngãi Province,3442
Quảng Ninh Province,7008
Quảng Trị Province,6054
Sóc Trăng Province,4477
Sơn La Province,4282
Thanh Hóa Province,10154
Thái Bình Province,137518
Thái Nguyên Province,89133
Thừa Thiên–Huế Province,5759
Tiền Giang Province,6796
Trà Vinh Province,3734
Tuyên Quang Province,2510
Tây Ninh Province,7656
Vĩnh Long Province,2393
Vĩnh Phúc Province,2364
Yên Bái Province,2352
Điện Biên Province,2199
Đắk Lắk Province,91759
Đắk Nông Province,2479
Đồng Nai Province,11820
Đồng Tháp Province,5060
