Page ID,Page name,Disclaimer,Amount spent (IDR),Number of ads in Library
101350709331663,Golkar 2024,Yayasan Golkar Institut SPKP,15378246,100
317965655213024,Gerakan Nahdliyyin Bersatu,Gerakan Nahdliyyin Bersatu,7535298,2
320858334728047,Partai Solidaritas Indonesia,Partai Solidaritas Indonesia,7291235,30
110799152010497,Prabowo Lanjutkan Kepemimpinan,Prabowo Lanjutkan Kepemimpinan,5644432,22
23383061178,Prabowo Subianto,indonesia Adil makmur,5557841,7
100649018546817,GanjarFans,GanjarFans,4181987,44
193237974052689,Partai Keadilan Sejahtera,Partai Keadilan Sejahtera,2970160,5
1182989151803018,M Hasanuddin Wahid,Kebangkitan Bangsa,1967677,1
111833015239745,Sahabat Prabowo,Sahabat Prabowo,1199821,4
106397652451725,Barisan Biru Langit,Barisan Biru Langit,1165858,19
105523409172833,Kicauan Garuda,Kicauan Garuda,932367,6
102793242742002,Jaksapedia,JAKSAPEDIA,796274,34
104054595928021,Bakti Untuk Rakyat,Bakti Untuk Rakyat,726937,10
106690092440342,Pemilu KIT,PEMILU KIT,647450,15
292939164731691,Relawan Herviano,Relawan Herviano,467283,10
397612604060624,ilham mendrofa,ilham mendrofa,452101,8
349963858704476,Komit Digital,Komit Digital,405066,59
107743201140579,Diksar Satpam GPN PT Ganda Prabu Nusantara,These ads ran without a disclaimer,353766,1
102141366190224,Saiful Halim,KBS,337543,2
256838011014355,Partai Gerakan Indonesia Raya (Gerindra),Partai Gerindra,330334,5
104117921752426,Ganjaran App,Ganjaran App,322111,5
197545083607941,Harian Kompas,Harian Kompas,317934,10
642603442612516,Muktar Efendi Harahap,Muktar efendi harahap,293140,17
104161768809633,Dompet Yatim Dan Dhuafa,Dompet Yatim Dan Dhuafa,284222,4
112376825007045,Dewi Juliani 2024,Dewi Juliani 2024,283756,6
107314345341621,Zakiyuddin Harahap,Zakiyuddin harahap,280111,6
111580301790421,Cak Fauzi JATIM,Cak Fauzi Jatim,230533,19
110547131467051,Ikfina Fahmawati,Ikfina Fahmawati,213350,6
1547369918837496,Zulkifli Hasan,DPP PAN,200000,1
104427162506872,Fakta Anies,Fakta Anies,183162,18
101866128977837,Belajar Pemilu,Belajar Pemilu,181514,24
101787389640752,Politiktogel Situs Gacor Pilihan Member 2023\n,These ads ran without a disclaimer,178542,1
102065762762655,Prajurit Merah Putih,These ads ran without a disclaimer,172522,1
462045357217096,"KIMTON, SM for DPRD Kota Medan 2024","Kimton, SM for DPRD Kota Medan 2024",157718,1
39253583478,PDI Perjuangan,PDI Perjuangan,155895,14
1494458037342324,Prabowo Menyapa,Prabowo Menyapa,154879,2
338740510222539,"Rohmat Marzuki, S.Hut - Sarjana Kehutanan Mbangun Deso","Rohmat Marzuki, S.Hut - Sarjana Kehutanan Mbangun Deso",147650,4
110865154735990,Koran Harian Tanah Air,Koran Harian Tanah Air,145471,19
122056677544219,Bantuan KH Abdullah mukhtar,These ads ran without a disclaimer,137344,1
101760624522103,DPP Banteng Muda Indonesia,DPP Banteng Muda Indonesia,137010,15
108625789179165,Soi Dog Foundation,These ads ran without a disclaimer,135589,1
306213619526427,Jusuf Kalla Fans Club,Jusuf Kalla Fans Club,123168,6
110438625290456,Benteng Perkasa,These ads ran without a disclaimer,121721,1
100159712647702,Fakta Anies Baswedan,Fakta Anies Baswedan,116813,4
335546226915564,Generasi Melek Politik,Generasi Melek Politik,113911,2
1404114132938624,Randy Saputra AR,These ads ran without a disclaimer,112970,1
102273039070802,Info Terkini,Info Terkini,104491,12
1834313933459789,BBC StoryWorks,These ads ran without a disclaimer,100521,1
123323180670169,"Fadlan, S.IP","Fadlan, S.IP",100000,1
101804639078770,Unboxing Anies,Unboxing Anies,100000,1
164909433966316,Suara Anies,Suara Anies,98020,1
678421075696415,Giring Ganesha,Partai Solidaritas Indonesia,93500,1
110601367279753,Faiz Alaudien Reza Mardhika,Faiz Alaudien Reza Mardhika,93051,1
106919112303644,Jasa Pembuatan Video,Jasa Pembuatan Video,82562,5
103158592648462,shailaharli,These ads ran without a disclaimer,82139,1
107234931894789,PAUD & SD Al-Qur'an Adzkiyyah Luwuk,These ads ran without a disclaimer,79369,1
102918244703529,Moch Faizin,Moch Khoirul Faizin,78088,1
106524371346347,NTBSATU.com,NTBSATU.com,74571,2
101061776109725,Jefri Haris Pratama,Jefri Haris Pratama,72832,1
114012201650176,Fakta Terselubung,Fakta Terselubung,68448,18
106894958316644,Relawan sintawati,Relawan sintawati,68370,2
102262302515901,Henry Indraguna,Henry Indraguna,64188,1
544107539358354,"Dr. H. Rusman Ya'qub, SPd, MSi",Rusman Yaqub,63093,20
100133123132376,Racik Creative,Racik Creative,61681,1
371274723582677,Cak Salam,Cak Salam,60856,2
100854719557015,"Dasril, SP","Dasril, SP",60293,1
127232094369851,Sayed Abubakar A. Assegaf - Fanspage,Sayed Abubakar A. Assegaf - Fanspage,58682,11
111540941522592,mediacenterpangresik,These ads ran without a disclaimer,57988,2
109083348423534,Untuk Rakyat,Untuk Rakyat,57233,3
454443728018581,Darmansyah Husein,Darmansyah Husein,50211,1
1437706739797687,PKS Kota Medan,PKS Kota Medan,40237,2
121302717564941,Vitasma Madu Indonesia,These ads ran without a disclaimer,39506,2
114288781611272,Bukitsultan.official,These ads ran without a disclaimer,38992,1
608650595820049,The Conqueror Challenges,These ads ran without a disclaimer,38685,2
1629828713829906,Hendrik Setiawan,Hendrik Setiawan,38231,1
105306802587035,Leya AI,These ads ran without a disclaimer,32901,1
108888975461505,"Elisa Ermasari,S.Mn","Elisa Ermasari,S.Mn",32427,2
103831446004388,Jo Ni,These ads ran without a disclaimer,31311,1
1568878769915158,"Dyan Desmanengsih, S.Sos","Dyan Desmanengsih, S.Sos",30721,5
108695584343029,Baik Untuk Kita,Baik Untuk Kita,29640,2
100159712647702,Fakta Anies Baswedan,Gerakan Perubahan,29618,1
117105021304811,Bigggie,These ads ran without a disclaimer,29227,17
1523501084543234,China Face,These ads ran without a disclaimer,29076,1
103330282779367,Dua Digits Creative,Dua Digits Creative,28349,1
302347240546697,AR Visual Project,AR Visual Project,27886,2
120427074392578,Bestie Normans Luntungan 2024,Megahmark,27799,1
1517088885216557,AIG,These ads ran without a disclaimer,27570,1
114994394943453,tinjauan.id,These ads ran without a disclaimer,26500,1
969638999781691,DPD PKS KOTA BATAM,PKS KOTA BATAM,26193,1
100633329716539,"Ir Muhammad Gazali, S.IP. MM",Muhammad Gazali,24726,2
400017187232426,Balanga News,Balanga News,24325,1
103982719218073,carly_scheffer,These ads ran without a disclaimer,24012,1
572779142753263,Freeport Indonesia,Freeport Indonesia,23880,1
105544959224595,Frans Aba for NTT 1,These ads ran without a disclaimer,23795,1
103115509465525,Achmad Fauzi Wongsojudo SH. MH.,Cak Fauzi JATIM,23529,11
106924319068344,Bang Teuku,These ads ran without a disclaimer,23474,1
108571334357297,Melangkah Lebih Baik,Melangkah Lebih Baik,22442,2
974934649563955,Kukar.Keren,Kukar.Keren,22426,1
104953822603556,Mas Irsad 2024,Mas Irsad 2024,22380,7
108162455547632,Pusat karangan bunga,These ads ran without a disclaimer,22194,1
100359258525418,Pemulihan Lebih Baik,Pemulihan Lebih Baik,21933,2
120347657712430,Sukses For 2024,Sukses For 2024,21788,1
104380749075958,Enda Campaign,Enda Campaign,20915,2
1207820619252888,PKS Lombok Barat,PKS Lombok Barat,20538,1
110368964786452,Kemajuan Bersama,Kemajuan Bersama,20000,1
110386411100081,Rohadi Kurniawan RK,Rohadi Kurniawan RK,19773,3
119807501130498,KASTA - Kawan Asri Tadda,Asri Tadda,19246,1
110612270628787,"Dr. Dedy Wahyudi BZ, SE., MM","Dr. Dedy Wahyudi BZ, SE., MM",19118,1
103147072786445,"Sahabat Dasril Affandi, SH,. MH","Sahabat Dasril Affandi, SH,. MH",18222,1
255601878216867,Komisaris Politik,Komisaris Politik,17830,2
100968695630293,Medical Safety Center,These ads ran without a disclaimer,17823,2
106004407402000,Cakap Politik,Cakap Politik,17424,1
105540144158209,Abdus Salam,Abdus Salam,17013,2
100916026143106,mawangi digitalprint,These ads ran without a disclaimer,16993,1
110100218339060,Wahai Ibu Pertiwi,Wahai Ibu Pertiwi,16969,2
1643211482432270,Handi Hardiansyah,Handi Hardiansyah,16809,1
102497641558430,Indonesia Tolak HOAX,Indonesia Tolak HOAX,16459,1
105410839185554,posmetro_medan,These ads ran without a disclaimer,16321,1
