Location name,Amount spent (CAD)
Alberta,8681
British Columbia,11170
Manitoba,1698
New Brunswick,1029
Newfoundland and Labrador,806
Northwest Territories,255
Nova Scotia,2064
Nunavut,104
Ontario,33248
Prince Edward Island,207
Quebec,11891
Saskatchewan,1623
Unknown,≤100
Yukon,282
