Location name,Amount spent (BRL)
Acre (state),354
Alagoas,1535
Amapá,470
Amazonas,3006
Bahia,5943
Ceará,5487
Espírito Santo,2618
Federal District,2757
Goiás,4552
Maranhão,3289
Mato Grosso,3687
Mato Grosso do Sul,1975
Minas Gerais,16475
Paraná,7904
Paraíba,1953
Pará,3571
Pernambuco,5478
Piauí,1729
Rio Grande do Norte,1948
Rio Grande do Sul,8039
Rio de Janeiro (state),16170
Rondônia,945
Roraima,428
Santa Catarina,5843
Sergipe,1336
São Paulo (state),39746
Tocantins,880
Unknown,≤100
