Location name,Amount spent (JPY)
Aichi Prefecture,29598
Akita Prefecture,7055
Aomori Prefecture,3376
Chiba Prefecture,19595
Ehime Prefecture,2805
Fukui Prefecture,1873
Fukuoka Prefecture,45639
Fukushima Prefecture,4485
Gifu Prefecture,10542
Gunma Prefecture,6761
Hiroshima Prefecture,6216
Hokkaido,17601
Hyōgo Prefecture,16108
Ibaraki Prefecture,6291
Ishikawa Prefecture,3051
Iwate Prefecture,3240
Kagawa Prefecture,2884
Kagoshima Prefecture,3278
Kanagawa Prefecture,40410
Kumamoto Prefecture,6402
Kyoto Prefecture,8916
Kōchi Prefecture,1316
Mie Prefecture,4625
Miyagi Prefecture,12784
Miyazaki Prefecture,3357
Nagano Prefecture,6282
Nagasaki Prefecture,4343
Nara Prefecture,4366
Niigata Prefecture,4553
Okayama Prefecture,7255
Okinawa Prefecture,6908
Osaka Prefecture,33700
Saga Prefecture,2871
Saitama Prefecture,21291
Shiga Prefecture,5298
Shimane Prefecture,2889
Shizuoka Prefecture,8666
Tochigi Prefecture,3719
Tokushima Prefecture,2245
Tokyo,99296
Tottori Prefecture,1044
Toyama Prefecture,2290
Unknown,≤100
Wakayama Prefecture,3916
Yamagata Prefecture,3676
Yamaguchi Prefecture,2712
Yamanashi Prefecture,3471
Ōita Prefecture,5469
