Page ID,Page name,Disclaimer,Amount spent (COP),Number of ads in Library
108379099286148,Alcaldía Mayor de Bogotá,Alcaldía Mayor de Bogotá,2090215,43
1059459884138781,Mauricio Tobón Franco.,Minuto 30 S.A.S.,2079371,8
597006313643580,Gobernación del Valle del Cauca,Gobernación Valle del Cauca,1314570,21
308580499200723,Alcaldía de Medellín,Alcaldia de Medellìn,1100138,38
266563730155332,Juan Diego Gomez Jimenez,THE HACKERS COMPANY,1088973,24
183025852044152,Secretaría de Desarrollo Económico,Secretaría de Desarrollo Económico,1065353,8
1586264924948495,Diego Gonzalez,Diego Gonzalez,798314,3
141361183156268,Juan Carlos Upegui,Juan Carlos Upegui,750901,12
247711372067760,Haroletto,Haroletto,729974,2
251292808253299,Canadian College,Canadian College,665483,17
320718924713146,Secretaría Distrital de la Mujer,Secretaría Distrital de la Mujer,627458,14
1513364822297857,German Casagua B,German Casagua B,600000,1
232899293744219,Fundación Avon Colombia,Fundación Avon Colombia,555893,3
336711793710254,Metro de Bogotá,Metro de Bogotá,552897,6
103754197881668,Esteban Restrepo,Esteban Restrepo,506306,4
185965224778568,Diario Occidente,Nuevo Diario Occidente,452458,1
130834367164,Red PaPaz,Red PaPaz,376250,5
1719725724954043,Rodrigo Rojas Lara,Rodrigo Rojas Lara,333553,1
497475647076975,Fabian Oviedo,Fabian Oviedo,324203,10
1422065121293841,Oscar Santos,Oscar Santos,311769,2
1683544555207079,Rafael Martínez,AT,311288,3
167222580002790,Clara Luz Roldan Gonzalez,Clara Luz Roldán,300659,7
377334062304350,Secretaría de Educación de Bogotá,Secretaría de Educación de Bogotá,288276,5
101642839569704,Javier Marulanda,Dr Javier Marulanda,284070,8
100240736764836,Alcaldía de Palmira,Alcaldía de Palmira,282160,33
108827338788235,Hernando Morales,Por La Defensa de CALI,250418,2
503621983303342,Oscar Mauricio Toro,Oscar Mauricio Toro,250210,45
399530413946428,Mario José Carvajal Jaimes,Mario José Carvajal Jaimes,237459,3
553585915161201,Jhon Molina Putumayo,Jhon Molina Putumayo,219318,9
1165655170260613,Diana Rojas,Diana Rojas Concejal de Cali,213941,3
438113889610097,Hosman Yaith Martínez Moreno,Hosman Yaith Martínez Moreno,209175,40
118514924593739,Tanque Seco,Tanque seco,208188,17
152513165675160,Óscar Escobar,Óscar Escobar,198780,2
108233262091178,David Islem R,David Islem R,189844,1
1735785796740603,José Manuel Sandoval,José Manuel Sandoval,185927,14
179668218725736,Lina García Gañan,Lina Garcia Gañan,184834,9
1259770774053121,Politécnico COHAN - Medellín,Politécnico COHAN - Medellín,166845,9
299469560099835,Alcaldía de Cali,Alcaldía de Cali,164612,9
190205874430928,Hacienda Bogotá,Secretaria Distrital de Hacienda,162236,18
170633243101916,Alexander Serrato,Alexander Serrato,161254,1
172972820196280,Que vuelva Jacobo,Que vuelva Jacobo,161012,6
1387192081399804,Quintín Herrera Quiroz,Quintín Herrera Quiroz,156460,1
112155252163421,Sebastián López V.,Sebastián López V.,150119,2
591349167641119,Alcaldía Los Patios,Alcaldía Los Patios,145339,1
101391859627743,Colombia sin miedo,Colombia sin miedo,144124,7
418155555015037,Germán Escobar Cundinamarca,Germán Escobar Cundinamarca,143652,1
969143216462972,Felipe Cañizalez,Felipe Cañizalez,119664,1
465572140144556,Juan Diego Castrillón Orrego,Juan Diego Castrillón Orrego,117709,12
108524435406819,Beauteous vs1,These ads ran without a disclaimer,114713,1
1643303432550207,Gustavo Vélez,Gustavo Vélez,110288,15
1649204585296525,Juan David Valderrama,Juan David Valderrama,109552,10
151237191625066,Henry Gutiérrez Angel,Henry Gutiérrez Angel,109113,11
267198759973201,Bairon Enrique Muñoz Lizarazo,Bairon Enrique Muñoz Lizarazo,105094,9
345288946007447,Juan Diego Patiño Ochoa,Juan Diego Patiño Ochoa,101645,4
61298420594,Eugenio Prieto Soto,Eugenio Prieto Soto,101586,4
1668929590004327,Avanzoft Software Avanzado,Avanzoft Software Avanzado,101437,1
1758963097672437,Komofue - Noticias,AT,100244,1
167790587191542,La Perla Viral,AT,98980,1
286568181368830,Jhon Ortega,Jhon Ortega,98142,8
517994638230687,Gobernación de Sucre,Gobernación de Sucre,94410,3
1380368385625889,Julian Sánchez Perico Jr.,Julian Sánchez Perico Jr.,93965,75
107204794960194,Instituto Técnico La Salle,Instituto Técnico La Salle,92363,14
195575853964886,Rodrigo Lara Restrepo,Movimiento Ciudadano Lara por Bogotá,91846,3
102143071616787,Goberna Colombia,Goberna,91101,8
1913101528996718,Congreso Nacional de Marketing Político,Congreso Nacional de Marketing Político,90964,27
116430736811606,Ever Villegas,Ever Villegas,84351,10
489327244878254,Carlos Parra,Carlos Parra,84310,2
1896813010334035,Secretaría de Educación de Barranquilla,Secretaría de Educación de Barranquilla,82105,3
104969865721375,Profes.movimientociudadano,Profes.movimientociudadano,81231,20
360840354678432,MK Team 24 7,MK Team 24 7,80525,1
116801706827652,Mauricio Calderon,Mauricio Calderon,80139,17
1598264127092439,Jacobo Quessep,Jacobo Quessep,79777,2
1037508046302965,Griselda Janeth Restrepo Gallego,Griselda Janeth Restrepo Gallego,79587,3
100801257933323,Jesus Trujillo Torres,Jesus Trujillo Torres,78166,4
1488419784774409,Alcaldía de Soledad,Alcaldía Municipal de Soledad,74933,6
162949777243451,Andrés Julián,Andrés Julián Rendon,74641,1
1545442339029597,Christian José Moreno,Christian José Moreno,74269,3
152548124810114,Alexander Florez,Alexander Florez,72881,1
2369166386675873,Mauricio Presente,Mauricio Rendón,70485,12
112602178102955,Victor Angulo,Victor Angulo,68744,2
472245809650733,Marco Tulio Ruíz,Marco Tulio Ruíz,67645,2
100563549504491,Juan Torres Ortega,Pacto por el Cambio,67096,3
1953017374955460,Nelson Barrera Roa,Nelson Barrera Roa,64921,1
