Location name,Amount spent (EUR)
Baden-Württemberg,5952
Bayern,8058
Berlin,3180
Brandenburg,926
Bremen,376
Hamburg,1938
Hessen,3683
Mecklenburg-Vorpommern,600
Niedersachsen,3753
Nordrhein-Westfalen,9427
Rheinland-Pfalz,2069
Saarland,554
Sachsen,1652
Saxony-Anhalt,755
Schleswig-Holstein,1552
Thüringen,795
Unknown,≤100
