Page ID,Page name,Disclaimer,Amount spent (ISK),Number of ads in Library
269089752708,Sjálfstæðisflokkurinn,Sjálfstæðisflokkurinn,5053,4
441539862613489,Foreldrasamtök gegn áfengisauglýsingum,Foreldrasamtök gegn áfengisauglýsingum,1675,1
117923164930140,Lifandi vísindi- Lifandi saga,Lifandi vísindi- Lifandi saga,1269,6
192789944066997,Samtök ferðaþjónustunnar,Samtök ferðaþjónustunnar,953,32
157073914303469,Stjórnarskrárfélagið -The Icelandic Constitution Society,Stjórnarskrárfélagið,414,1
185741612014,Nordisk Ministerråd og Nordisk Råd,These ads ran without a disclaimer,251,2
154893001218870,ADHD samtökin,ADHD samtökin,153,1
1183737881784596,Morgunblaðið,These ads ran without a disclaimer,122,1
267353906619818,Mr. Gugu & Miss Go,These ads ran without a disclaimer,≤100,7
109353154135430,E.N. Publishing,These ads ran without a disclaimer,≤100,1
1027626217435226,Richouses,These ads ran without a disclaimer,≤100,1
317158175535179,BitLife,These ads ran without a disclaimer,≤100,1
189892208431158,That's Entertainment,These ads ran without a disclaimer,≤100,1
122522717506421,3D All Over Print Shirts,These ads ran without a disclaimer,≤100,1
130467394263248,Dyness,These ads ran without a disclaimer,≤100,1
455133101359253,Tax Consulting South Africa,These ads ran without a disclaimer,≤100,1
