Location name,Amount spent (JPY)
Aichi Prefecture,50483
Akita Prefecture,1519
Aomori Prefecture,2329
Chiba Prefecture,17493
Ehime Prefecture,2821
Fukui Prefecture,1539
Fukuoka Prefecture,34648
Fukushima Prefecture,2798
Gifu Prefecture,3562
Gunma Prefecture,3399
Hiroshima Prefecture,6088
Hokkaido,10631
Hyōgo Prefecture,40934
Ibaraki Prefecture,6075
Ishikawa Prefecture,2736
Iwate Prefecture,1580
Kagawa Prefecture,2311
Kagoshima Prefecture,2534
Kanagawa Prefecture,58248
Kumamoto Prefecture,4563
Kyoto Prefecture,24938
Kōchi Prefecture,1041
Mie Prefecture,3905
Miyagi Prefecture,11310
Miyazaki Prefecture,2185
Nagano Prefecture,4855
Nagasaki Prefecture,4218
Nara Prefecture,8789
Niigata Prefecture,3344
Okayama Prefecture,3502
Okinawa Prefecture,6461
Osaka Prefecture,96680
Saga Prefecture,15387
Saitama Prefecture,16129
Shiga Prefecture,8773
Shimane Prefecture,3927
Shizuoka Prefecture,9961
Tochigi Prefecture,3601
Tokushima Prefecture,1187
Tokyo,121080
Tottori Prefecture,891
Toyama Prefecture,1707
Unknown,≤100
Wakayama Prefecture,5969
Yamagata Prefecture,1729
Yamaguchi Prefecture,2401
Yamanashi Prefecture,2321
Ōita Prefecture,4177
