Location name,Amount spent (NOK)
Akershus,6038
Aust-Agder,946
Buskerud,2388
Finnmark,1293
Hedmark,1829
Hordaland,5604
Møre og Romsdal,2746
Nord-Trøndelag,1414
Nordland,2367
Oppland,1857
Oslo,10136
Rogaland,4604
Sogn og Fjordane,954
Svalbard and Jan Mayen,≤100
Sør-Trøndelag,5656
Telemark,1599
Troms,1899
Unknown,≤100
Vest-Agder,1600
Vestfold,2010
Østfold,2932
