Page ID,Page name,Disclaimer,Amount spent (NGN),Number of ads in Library
68793499001,UNICEF,UNICEF with Facebook Ad Credits,289463,11
54779960819,United Nations,United Nations with Facebook Ad Credits,90656,7
105256562063637,Beta Naija Group,Beta Naija,84491,2
2138867006432207,Gobir 2023,Young Progressives Party (YPP),38287,3
124252504303223,UNICEF (FR),UNICEF avec des crédits publicitaires Facebook,24466,6
191066234648103,Shehu Musa Yar'Adua Foundation,Shehu Musa Yar'Adua Foundation,13221,1
1089641091059109,Hon. Kelechi Nwogu,Fabia Benibo,11012,7
654180731859809,T-Police,T-Police,9420,2
660685641036325,Sandeco Group,Vincent Southey Effiong,8242,9
106116418976309,Support Obi-Datti,Chinaza Somtochukwu Ibeofokile,7439,15
109752333774968,Bishop Dr Emeka Nwankpa support Group,Chinaza Somtochukwu Ibeofokile,7110,13
215863191948778,Frank Nweke Jr,Frank Nweke Ii,4699,3
105208365731340,F-SAO4Tinubu/Shettima2023,Emmanuel Oko,4669,4
113312051377035,Professor Christopher Imumolen,Irene Christopher Imumolen,4212,1
1689132724682504,MMAWT legacy initiative,Amiru Adamu,3559,5
110094407029443,Hyellagiziya Naiwa Fakuta,Hyellagiziya Naiwa Fakuta,2446,5
107676437643727,Inuwa Media Vanguard,Inuwa Media Vanguard,2367,2
1102698893087946,Pevron Technology,Collins Uwomano Otuwho,2349,1
120346118099706,BrandPower,BrandPower,2224,1
106955635517175,Petroleum Industry Act and You,The Nigerian Upstream Petroleum Regulator Commission,2224,7
1600094170320323,Enormous FACTS,Enormous FACTS Magazine by MediaMall,2205,2
154441408306502,NHRC Nigeria,National Human Rights Commission,2008,3
104316382480437,Atiku Reporters,Atiku Reporters,1855,1
112349224687773,Kufre Ekpoh,Kufre Imo Ekpoh,1830,2
106620807391911,Roche,These ads ran without a disclaimer,1791,1
913242715449176,Prophet Ekong Ituen Ministries,Ekong Ituen,1755,3
274811734355511,Insight 4 Impact Foundation,Insight 4 Impact Foundation,1595,1
109744321383785,CWCDA,Cwcdafrica-the cans foundation,1409,1
107260805514827,Obidient Isang Sam Udo-Akagha,Lampro Ventures,1335,1
101620952700531,Babandi Ibrahim,Babandi Gumel Ibrahim,1335,1
110151371700778,Bishop Dr. Sunday Ndukwo Onuoha,Bishop Dr. Sunday Ndukwo Onuoha,1256,3
108976588043083,AA ZAURA TV,Ayodeji Adeola Badru,1138,3
102450809270806,Kangiwa 360,Yusuf Salisu Funtua,1129,2
166178460072395,اليونيسف بالعربية - UNICEF in Arabic,اليونيسف باستخدام اعتمادات الإعلان على الفيسبوك,1112,4
241499009731835,Ifeanyichukwu Ibezi,Ifeanyichukwu Ibezi,1068,1
108210738439271,Hon Aminu Sani Jaji Media,Ayodeji Adeola Badru,1036,5
248584495820796,Ibe Okwara for House of Representatives - Arochukwu/Ohafia Constituency,Ibe Okwara Support Group,1002,2
105827948663647,Within Nigeria,WITHIN NIGERIA MEDIA LTD,1000,2
107241665289643,Nigeria 4 Peter Obi,Ajibola Adeboye,995,1
119723736100630,Ala - Delight Publicity Services,Moses Oyinkuro,934,5
110329221905599,Dr Tom Ohikere,Tisser Joseph Agenawua,890,1
104523875680736,NanaOfuji - YPP,NanaOfuji Campaign Organization,890,1
110043258402172,Hon. Habibu Abubakar Sambo -Imamu,Habibu Sambo Abubakar,890,1
1746241522274014,Hajiya Maryam Mairo Aminu Waziri Tambuwal Online Forum,Amiru Adamu,823,2
102801582460165,SIM Media Volunteers,SIM Media Volunteers,774,3
106271385452742,Frontline TV,Shaakaa Victor,758,2
316575672459262,Hon.Dr Ekene Augustine Aghasiefo,Hon.Dr Ekene Augustine Aghasiefo,712,1
239585872834079,Per Second News,These ads ran without a disclaimer,598,1
102915965804953,Lagos Professionals for Sanwo-olu,Leke David,515,2
101622722635138,Advocacy For Good Governance,Nnadi Sunny,510,1
119921809408007,Don King Media,Don King Media,507,1
1546092662290244,Mickos Media,Mickos Media,481,1
108409741002988,Prince Hadi Sani; SA to Ogun State Governor on Inter-Ethnic Affairs.,Adu Ifeoluwa,478,1
103004258030272,Imoh Inyangette,Imoh Inyangette,465,3
106796115504995,Sir. Dr Joseph Obele,Sir Dr Joseph Obele,446,1
110140571842355,Read-now,These ads ran without a disclaimer,445,1
266906487061241,Y Monitor,The Future Project,421,1
102957431109934,نهضة تونس,These ads ran without a disclaimer,396,1
108385975416214,Hon Bala Usman Chamo Tv,Ayodeji Adeola Badru,394,1
115809974445682,Polvoteofficial,Polvoteofficial,360,1
109225188534168,Northwest-Northeast Concern Youth Movement for Tinubu/Kashim 2023.,Mubarak Hamza Adam,299,1
171885956874687,Because Of Our Tomorrow,BOOT Party,294,1
110877148165820,Dr Dauda Lawal TV,Ayodeji Adeola Badru,230,1
270703490003847,Leo Ekene Oketa,Leo Ekene Oketa,213,2
918318338180165,CHINT GROUP,These ads ran without a disclaimer,200,1
101020222725519,Dist. Senator Osita Izunaso,Comr Azubuike Ishi Nworji,178,1
104013541845788,Xinchen-Gerald Xu,These ads ran without a disclaimer,138,1
108623305265417,NDPM Inc,These ads ran without a disclaimer,131,1
167878593236712,UNICEF en español,UNICEF con créditos publicitarios de Facebook,129,4
101633582008609,The Fidelinfo News,Fafoluyi Olayinka Micheal,116,2
1598205703573433,Senator Uba Sani,Uba Sani Media,111,1
325757684605322,Plastic Punch,These ads ran without a disclaimer,≤100,1
109643208638954,JUSUN 2022,These ads ran without a disclaimer,≤100,1
1407738412662344,SABAA.education,These ads ran without a disclaimer,≤100,1
595906454226757,Dr Amaechi Nwachukwu Media,These ads ran without a disclaimer,≤100,1
100672059528708,Saifu Gantsa,These ads ran without a disclaimer,≤100,1
108634148754703,Sheriff Call Center,These ads ran without a disclaimer,≤100,1
223287104715778,Oxfam,These ads ran without a disclaimer,≤100,1
147109888636038,Netafim,These ads ran without a disclaimer,≤100,1
316496640057,7iber,These ads ran without a disclaimer,≤100,2
165999283464815,African Great Lakes Action Network (AGLAN),These ads ran without a disclaimer,≤100,1
34440108608,Net Impact,These ads ran without a disclaimer,≤100,7
100357715349653,Noticias del Oso,These ads ran without a disclaimer,≤100,1
517231405008910,Global Landscapes Forum,These ads ran without a disclaimer,≤100,1
1556481434584901,Paul Xavier,These ads ran without a disclaimer,≤100,1
