Page ID,Page name,Disclaimer,Amount spent (SGD),Number of ads in Library
626687907492630,MOSG,Millennials of Singapore,189,1
425106448078044,"Ministry of Law, Singapore","Ministry of Law, Singapore",115,2
101963408923046,Real Estate Insight,Sim Hanwen,≤100,8
100812818207164,NUS Social Service Research Centre,Social Service Research Centre,≤100,1
1485486608381824,Singapore Chinese Cultural Centre 新加坡华族文化中心,Singapore Chinese Cultural Centre,≤100,3
125279958350,GIVE.asia,These ads ran without a disclaimer,≤100,3
467260466759436,Global Ehsan Relief,Global Ehsan Relief,≤100,3
1100598909974868,NUS Atheist Society,Chan Jan Lin,≤100,1
1389010631425852,World Scientific Singapore,World Scientific Publishing Co. Pte Ltd,≤100,2
105193687974134,TWC2 Tamil,Transient Workers Count Too - TWC2,≤100,1
106118341564288,Skill Samurai Singapore,These ads ran without a disclaimer,≤100,1
852370551453606,GARP,These ads ran without a disclaimer,≤100,1
100130348904977,naturifical,These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
106256777922958,SEA Today News,These ads ran without a disclaimer,≤100,1
70343649637,RSA Conference,These ads ran without a disclaimer,≤100,1
131664893560695,Origins OSU,These ads ran without a disclaimer,≤100,1
102252132627643,Ciq9vk-1,These ads ran without a disclaimer,≤100,2
100466846248633,AI Mage,These ads ran without a disclaimer,≤100,2
31292782350,Deutschland.de,These ads ran without a disclaimer,≤100,1
152451474837468,NAPA Group,These ads ran without a disclaimer,≤100,1
