Location name,Amount spent (VEF)
Amazonas,72499
Anzoátegui,3049973
Apure,768722
Aragua,3750000
Barinas,1500000
Bolívar (state),3079972
Capital District,6135865
Carabobo,4662121
Cojedes,599995
Delta Amacuro,250000
Falcón,1597486
Guárico,1250000
Lara,3500000
Miranda (state),2767475
Monagas,1250000
Mérida,2064188
Nueva Esparta,997491
Portuguesa,1664985
Sucre,1139990
Trujillo,1250000
Táchira,3000000
Unknown,≤100
Vargas,750000
Yaracuy,2559977
Zulia,21074600
