Location name,Amount spent (VEF)
Amazonas,≤100
Anzoátegui,1827499
Apure,807688
Aragua,6001249
Barinas,1750312
Bolívar (state),4750000
Capital District,16503746
Carabobo,10740849
Cojedes,677656
Delta Amacuro,250000
Falcón,1750000
Guárico,1378127
Lara,4066090
Miranda (state),5000624
Monagas,750000
Mérida,2000312
Nueva Esparta,1000000
Portuguesa,2264999
Sucre,1266602
Trujillo,1000312
Táchira,3750000
Unknown,≤100
Vargas,1500312
Yaracuy,1278050
Zulia,26250624
