Page ID,Page name,Disclaimer,Amount spent (GBP),Number of ads in Library
100771226087265,Susie's Tips,Susie's Tips,11239,4
102639461303190,Fair Pay For All,Fair Pay For All,6243,193
311627208673,WWF UK,WWF UK,4626,57
408582579294175,UK government,UK Government,4305,4
7715002593,UNICEF UK,Unicef UK,3459,84
9250349228,Greenpeace UK,Greenpeace UK,2667,58
7214031395,Oxfam Great Britain,Oxfam Great Britain,2500,41
10499876484,Compassion in World Farming,Compassion in World Farming,2408,111
10677003998,Shelter,Shelter,2165,368
799576543492660,The Week Junior,The Week Junior,2044,59
110861655604080,Friends of the Earth,Friends of the Earth (EWNI),1941,72
348366988862054,Oxfam Campaigns,Oxfam Great Britain,1890,13
13047522725,Crimestoppers,Crimestoppers,1851,169
104259838288065,Independent Monitoring Authority,Independent Monitoring Authority,1752,12
841894835830532,Electoral Commission UK,Electoral Commission UK,1621,59
10114144851,NSPCC,NSPCC,1615,13
158077247591710,Refuge,Refuge,1162,41
104677264773039,We Eat Balanced,Agriculture and Horticulture Development Board,1103,21
514212165305248,Leigh Day,Leigh Day,995,33
260012884055691,Metropolitan Police Service,Metropolitan Police Service,949,61
200786289976224,The Scottish Government,The Scottish Government,922,13
7527864602,WaterAid UK,WaterAid UK,897,47
365948210785448,Criminal Injuries Helpline,Criminal Injuries Helpline,891,14
165099760197787,Welsh Government,Welsh Government,850,332
35671512696,World Animal Protection UK,World Animal Protection UK,822,41
19895907944,CAFOD,CAFOD,816,63
1613092172114946,DWP Digital,Department for Work and Pensions,759,6
121936349543,World Vision UK,World Vision UK,759,48
97116898596,Sightsavers,Sightsavers,741,57
268801635305,Breast Cancer Now,Breast Cancer Now,717,5
107310464728068,Britain Remade,BRM Futures Limited,707,20
139695000173,Good Energy,Good Energy,691,29
7624294394,Amnesty International UK,Amnesty International UK,678,41
241312696375349,National Education Union,National Education Union,677,3
25749647410,The Labour Party,The Labour Party,673,772
59367068326,The Ramblers,The Ramblers,650,21
320344981331677,Net Zero Scotland,The Scottish Government,639,2
101602743218479,Stop It Now! UK and Ireland,"Stop It Now! UK and Ireland, The Lucy Faithfull Foundation",627,11
21242962092,ClientEarth,ClientEarth,579,18
360322167647280,"Mayor of London, Sadiq Khan",The Greater London Authority,544,20
26698813123,British Red Cross,British Red Cross,537,15
185677149392,HM Armed Forces,Ministry of Defence,527,2
143950688997864,London Recycles,London Waste and Recycling Board,520,2
47612991154,Dignity in Dying,Dignity in Dying,516,10
92091819033,Ministry of Defence,Ministry of Defence,514,2
116625838402686,FareShare,FareShare,514,71
177855115588808,The Week UK,The Week UK,513,25
7043497714,Christian Aid,Christian Aid,506,8
54779960819,United Nations,United Nations with Facebook Ad Credits,500,2
159100234275780,UK Government Scotland,Office of the Secretary of State for Scotland,489,3
117476785190,Save the Children UK,Save the Children UK,488,14
248887561894779,Home Energy Scotland,Home Energy Scotland,478,8
358126247463,Speech and Language UK,Speech and Language UK,475,3
8876787713,Mental Health Foundation,Mental Health Foundation,471,5
192492137520412,HETAS,HETAS,444,2
208573062515662,Freedom from Torture,Freedom from Torture,443,112
112482371099301,NUS UK - National Union of Students Campaigns,National Union of Students (United Kingdom),432,23
109602554296513,Your Funded Energy Solution,Huw John Llewellyn,419,11
220543443746,International Rescue Committee - UK,International Rescue Committee UK,401,16
1586251881644270,Keir Starmer,The Labour Party,361,125
9580139707,Battersea,Battersea,349,4
195754307110390,Right To Life UK,Right To Life UK,345,4
200006375787,38 Degrees,38 Degrees,345,4
108951391565231,Help to Heat,Huw John Llewellyn,331,9
442816382865338,Social Security Scotland,Social Security Scotland,326,8
1660600037490738,Guardian Labs,Guardian Labs,317,17
110748475637831,Intuit QuickBooks,These ads ran without a disclaimer,312,1
18168505158,The Woodland Trust,Woodland Trust,312,39
101958682650112,ESG UK,Energy Saving Grants,306,62
141500959223137,I love Oldham,Oldham Council,303,2
263162170381168,The Salvation Army United Kingdom and Ireland Territory,The Salvation Army United Kingdom with the Republic of Ireland,302,9
18044497940,Plan International UK,Plan International UK,296,40
169042736456594,All Out,All Out,284,15
108780457170240,Cut Carbon Not Forests,Cut Carbon Not Forests,283,2
112712550420527,Ekō UK,SumOfUs,282,1
274651352565844,Oltco Ltd,Oltco Ltd,280,119
103156819362655,Essex Violence and Vulnerability Unit,Essex VVU,276,14
40409120801,Refugee Council,Andrea Corinaldesi,268,6
165000236850106,Hackney Council,Hackney Council,265,2
13695746395,Guide Dogs UK,Guide Dogs,263,4
238394282845251,The Big Issue,The Big Issue,258,2
401847960644025,Extinction Rebellion UK,Extinction Rebellion,241,36
18366996074,War on Want,War on Want,240,47
159969930741814,The Wildlife Trusts,The Wildlife Trusts,232,15
685018844928882,Labour North,The Labour Party,226,95
202798122688,Chatham House,Chatham House,225,7
175584152579855,Unite the union,Unite the union,218,3
105325515394672,Local Recovery,Local Recovery,205,34
249209468838241,Good Law Project,Good Law Project,203,35
195862730553,Recycle Now,Recycle Now,200,1
352254431506201,Shout Out UK,Shout Out UK,197,16
290498754454402,European Movement UK,European Movement UK,192,8
25010947137,ShelterBox,ShelterBox,191,215
