Location name,Amount spent (PKR)
Azad Kashmir,1771
Balochistan,1633
Federally Administered Tribal Areas,281
Gilgit-Baltistan,521
Islamabad Capital Territory,2379
Khyber Pakhtunkhwa,11612
Punjab,46517
Sindh,15094
Unknown,≤100
