Location name,Amount spent (EUR)
Aveiro District,223
Azores,≤100
Beja District,≤100
Braga District,299
Braganca,≤100
Castelo Branco District,≤100
Coimbra District,143
Faro District,179
Guarda District,≤100
Leiria District,167
Lisbon District,959
Madeira,≤100
Portalegre District,≤100
Porto District,692
Santarém District,156
Setúbal District,354
Unknown,≤100
Viana do Castelo District,≤100
Vila Real District,≤100
Viseu District,≤100
Évora District,≤100
