Location name,Amount spent (MYR)
Johor,290
Kedah,230
Kelantan,133
Kuala Lumpur,493
Labuan,≤100
Malacca,≤100
Negeri Sembilan,129
Pahang,127
Penang,202
Perak,306
Perlis,≤100
Putrajaya,≤100
Sabah,260
Sarawak,235
Selangor,747
Terengganu,122
Unknown,≤100
