Location name,Amount spent (USD)
Bocas del Toro Province,≤100
Chiriquí Province,402
Coclé Province,162
Colón Province,231
Darién Province,≤100
Herrera Province,102
Kuna de Madugandí,≤100
Kuna de Wargandí,≤100
Los Santos Province,≤100
Panamá Province,5568
San Blas,≤100
Unknown,≤100
Veraguas Province,133
