Location name,Amount spent (MYR)
Johor,1098
Kedah,376
Kelantan,228
Kuala Lumpur,757
Labuan,≤100
Malacca,614
Negeri Sembilan,749
Pahang,368
Penang,314
Perak,413
Perlis,≤100
Putrajaya,≤100
Sabah,444
Sarawak,633
Selangor,1218
Terengganu,234
Unknown,≤100
