Location name,Amount spent (ARS)
Buenos Aires,2003986
Catamarca,54336
Chaco,59416
Chubut,463537
Ciudad Autónoma de Buenos Aires,519382
Corrientes,18909
Córdoba,2035840
Entre Rios,163747
Formosa,18516
Jujuy,39316
La Pampa,103377
La Rioja,13277
Mendoza,73228
Misiones,58228
Neuquén,488317
Río Negro,66430
Salta,213530
San Juan,154053
San Luis,60225
Santa Cruz,6964
Santa Fe,684956
Santiago del Estero,26937
Tierra del Fuego,101942
Tucuman,72893
Unknown,≤100
