Page ID,Page name,Disclaimer,Amount spent (ARS),Number of ads in Library
130929705668,Municipalidad de Córdoba,Municipalidad de Córdoba,1596808,69
301506776559902,Gobierno de Córdoba,Gobierno de Córdoba,753281,62
129799846687423,Levantémonos,Levantemonos,638211,120
429298067264790,Sergio Ziliotto,Partido Justicialista Distrito La Pampa,359799,73
574327593014136,Encuestas Funs,Encuestas Funs,279392,2
113781658634572,Gustavo Sáenz,Gustavo Sáenz,271602,10
108145258869282,Por amor a Salta,Por Amor a Salta,262617,29
212404205842351,CPC Rancagua MuniCba,municipalidad de córdoba,189061,9
359514447487972,Martín Arjol,Martín Arjol,186330,39
813606588771959,CPC Ruta 20 Municba,municipalidad de córdoba,185206,8
2000063456707351,Sole Balán,Dpto Creativo,173946,18
100975902971250,La Libertad Avanza en San Juan,La Libertad Avanza en San Juan,151220,35
191138187655299,Municipalidad de Quilmes,Municipalidad de Quilmes,146627,116
101321286190410,Avancemos Salta,Avancemos Salta,124872,49
103088924366000,Noticias d,Noticias d,119287,212
100964679318447,Gastón Caballero,Misiones por el Cambio,115098,6
113686738612,Gobierno de la Ciudad de Buenos Aires,Gobierno de la Ciudad de Buenos Aires,114099,41
424702354318618,Pedro Puerta,Pedro Puerta,105005,4
369199359904207,Municipalidad de Tres de Febrero,Municipalidad de Tres de Febrero,101760,10
680986725302906,Roberto Mirabella,Hacemos Santa Fe,88025,7
105925915008935,Frente Cambia Jujuy,Frente Cambia Jujuy,80255,18
233792609964941,Municipio de Esteban Echeverría,Municipio de Esteban Echeverría,75378,5
107862828349752,Tiempo de Córdoba,Tiempo de Córdoba,73835,19
134952823851842,CPC Colón MuniCba,municipalidad de córdoba,69970,4
112581315023501,Carlos Sadir,Frente Cambia Jujuy,67128,4
924253577657013,Gobierno de Tierra del Fuego AIAS,Gobierno de Tierra del Fuego,61435,22
208352036028443,Municipalidad de Santa Rosa,Municipalidad de Santa Rosa,61266,23
106277608413948,Felipe Biella,Salta Independiente,58549,11
363825283650115,Vicente López,Vicente López,56513,8
142473639655550,Lucio Paz Posse,Lucio Paz Posse,56082,7
101185972235145,PJ La Pampa,Partido Justicialista La Pampa,55880,18
138406616275954,Marcelo Orrego,Producción y Trabajo,55065,5
189648461186976,Liliana Fellner,Liliana Fellner,54590,10
141472172555994,Sole Martinez,Sole Martinez,54243,14
327490147360219,Martín Berhongaray,Martín Berhongaray,52727,73
101835199221060,Jorge Andrés Difonso,Jorge Andrés Difonso,50638,6
171330806277312,Diego Santilli,Instituto República,50242,51
101364195948955,KATO DICE Y HACE,KATO DICE Y HACE,49045,15
113962914977034,Somos FORJA,Somos Forja,48985,5
61279025897,Gerardo Morales,Gobierno De Jujuy,48294,2
113122186717848,Emiliano Estrada,Emiliano Estrada,46280,8
409843162468188,Inés Brizuela y Doria,Inés Brizuela y Doria,45388,33
110492713536,Santa Fe Capital,Santa Fe Capital,45143,4
1662250880709156,Lanús Municipio,Lanús Municipio,43915,7
109029088772667,Todo Zona Norte,Todo Zona Norte,42211,3
311135205629966,Salta Nos Une,Salta Nos Une,41115,2
551027964955087,Julio César Martinez,Julio Cesar Martinez,40053,4
110746414660916,Lomas Noticias,Lomas Noticias,39977,1
111548121451695,Camino a la Victoria,Camino a la Victoria,39551,4
622853724492420,Federico Otermín,Frente de Todos Lomas,38467,1
947520791967929,Claudio Poggi,Claudio Poggi,37554,7
353492111467605,Julio Garro,Land,37517,8
628498977777284,El Continental,Periodico El Continental,37311,14
102931692772697,Defendamos Santa Fe,Defendamos Santa Fe,37167,3
1418780111682690,Marcos Cleri,Marcos Cleri,36458,50
114364621598017,Vamos San Juan,Vamos San Juan,36455,11
103322152538185,La Verdad Noticias,La verdad noticias,35957,13
1642712085944827,Alejandro Vilca,Frente de Izquierda,35353,12
2257336131186551,Noticias HOY,Gaceta Bonaerense,34675,5
1536637056372173,InfoData35,Info Data 35,33494,3
406037676834793,Gaceta Bonaerense,Gaceta,33416,4
296099692189532,Martin Menem,Martin Menem,32614,14
112049281793676,Luis Giraudo,Luis Giraudo,32348,8
110079031997390,Con Larreta,Con Larreta,30916,53
161768683835555,Municipio de La Matanza,Municipio de La Matanza,30521,7
118736245504093,TOTI  Intendente,Toti Intendente,29309,18
