Location name,Amount spent (CHF)
Aargau,494
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,397
Basel-Landschaft,144
Bern,708
Canton of Geneva,3240
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,285
Fribourg,272
Graubünden,115
Jura,≤100
Luzern,4251
Neuchâtel,147
Schaffhausen,≤100
Schwyz,≤100
Solothurn,139
Thurgau,130
Ticino,1423
Unknown,≤100
Uri,≤100
Valais,269
Vaud,786
Zug,≤100
Zürich,1267
