Location name,Amount spent (TWD)
Changhua,6328
Chiayi,1388
Hsinchu,2896
Hsinchu City,5551
Hualien,3640
Kaohsiung,22159
Keelung City,2676
Kinmen,438
Lienchiang,≤100
Miaoli,3160
Nantou,2649
New Taipei City,34348
Penghu,548
Pingtung,4115
Taichung,24293
Tainan,13797
Taipei,31255
Taitung,1814
Taoyuan City,22030
Unknown,2602
Yilan,2099
Yunlin,3747
