Page ID,Page name,Disclaimer,Amount spent (AUD),Number of ads in Library
9480502970,Greenpeace Australia Pacific,Greenpeace Australia Pacific,8808,209
177072498997234,NSW Electoral Commission,NSW Electoral Commission,3590,24
213476079972,Essential Workers Deserve Better,Mark Morey,2520,42
8422338499,The Wilderness Society,The Wilderness Society,1540,117
112133637214684,Doctors Without Borders / Médecins Sans Frontières (MSF),Médecins Sans Frontières Australia,1460,66
182564410468,Australia for UNHCR,Australia for UNHCR,1458,113
92824008332,Plan International Australia,Plan International Australia,1159,27
1776727752614025,Glencore,Glencore Australia,1134,8
10113538711,WWF-Australia,WWF-Australia,1095,6
447447719391089,Health Care Providers Association,Health Care Providers Association,956,10
308746806571901,Advance Australia,Advance Australia,852,60
101589645013040,Thrive by Five,Thrive By Five,807,12
219798558043441,Humpty Dumpty Foundation,Humpty Dumpty Foundation,786,4
161854162881,Greenfleet,Greenfleet,646,32
117241141903,Barnardos Australia,Barnardos Australia,627,10
231952773568442,Berry Street,Berry Street,610,30
22936848857,Institute of Public Affairs,Institute of Public Affairs,563,3
352953834815624,Jason Wood MP,Jason Wood MP,555,8
101791315693,Destiny Rescue,Destiny Rescue,550,18
710266392358023,Future Super,Future Super,546,7
299753643444311,AEC,Australian Electoral Commission,483,25
494820897261439,Bank Australia,Bank Australia,452,45
345960425540557,The Climate Council,The Climate Council,446,66
89794331215,Oxfam,Oxfam Australia,426,83
102329728050606,From the Heart,Cape York Institute,411,10
192720571652271,Refinery29 Australia,Pedestrian Group,355,3
14193666340,Australian Conservation Foundation,Australian Conservation Foundation,348,24
290994417624733,ALDI Australia,These ads ran without a disclaimer,338,1
329777267205680,ACT Government,ACT Government,317,18
191570179167,Catherine Hamlin Fistula Foundation,Catherine Hamlin Fistula Foundation,299,6
157812980921536,Environmental Defenders Office,Environmental Defenders Office,294,53
694832627392516,Prime Super,Prime Super,278,136
24495551981,The Greens NSW,The Greens NSW,266,4
316480331783930,Australian Unions,Australian Unions,260,42
682268945137255,Chris Minns,Chris Minns MP,233,2
159487260807787,Tindo Solar,Tindo Solar,227,2
504855933190931,Time for Change - Change Aged Care,United Workers Union,226,65
200819325600,ActionAid Australia,ActionAid Australia,226,15
95870138501,Dai Le,Dai Trang Le,220,1
8013404017,Crikey,Private Media,214,10
10852627380,World Animal Protection Australia,World Animal Protection Australia,211,4
328245481103110,Senator Alex Antic,Alex Antic,193,7
198538033525283,deadly stories,"Department of Seniors, Disability Services and Aboriginal and Torres Strait Islander Partnership",188,6
341910905847062,Asylum Seeker Resource Centre (ASRC),Asylum Seeker Resource Centre (ASRC),184,10
1670517743250253,Save the Daintree Rainforest,Rainforest 4 Foundation Ltd,182,30
339810463063059,Conflict Of Nations : World War 3,These ads ran without a disclaimer,181,1
100317645636097,UniSuper,UniSuper,180,1
275866669090583,South Australian Liberal Party,South Australian Liberals,178,2
156271657717715,Nature NSW,Nature Conservation Council of NSW,175,10
105084998845350,BPH Energy,BPH ENERGY LTD,169,52
1300759363397798,Terry Young MP,Terry Young MP,167,1
272757739102,Engineers Australia,Engineers Australia,166,10
105931422364976,Jacqui Scruby,Jacqui Scruby,161,6
104910384328602,Binge,Streamotion Pty Ltd,158,8
367759967036315,Dr David Honey MLA,Dr David Honey MLA,142,5
709617325724631,Jess Pugh MP for Mount Ommaney,Jess Pugh MP,142,1
106791108597531,Future of Local Government Review - Tasmanian Government,Department of Premier and Cabinet,138,2
290700654767295,The Chamber of Minerals and Energy of Western Australia - CMEWA,The Chamber of Minerals and Energy of Western Australia,137,26
281530749293959,Rainforest 4,Rainforest 4 Foundation Ltd,133,4
59024478936,Monash University,Monash University,131,4
100356216050100,Family First Party Australia,Family First Party Australia Ltd,129,6
2383045228374491,CPAC Australia,Conservative Political Action Network Ltd,125,16
157481181070130,Indigenous Employment Australia,Access,123,46
166663303514630,Musicians Australia,Musicians Australia,121,3
231341250224498,Australian Ethical Investment,Australian Ethical Investment,116,54
1391345791086871,Jason Yat-sen Li MP,JASON YAT-SEN LI,110,8
121048249842,Victor Chang Cardiac Research Institute,Victor Chang Cardiac Research Institute,108,10
1615838645372211,Skills for Queensland,These ads ran without a disclaimer,102,1
161107919341,Save Our Marine Life (Australia),Save Our Marine Life (Australia),≤100,5
158900857520838,Pauline Hanson's One Nation Party,Pauline Hanson's One Nation Party,≤100,1
172774889455415,Catholic Mission,Catholic Mission,≤100,2
76212817063,CARE Australia,CARE Australia,≤100,14
283210225077432,Senator Mehreen Faruqi,Senator Mehreen Faruqi,≤100,2
655944151127130,SBS Cantonese 廣東話節目,Special Broadcasting Service,≤100,19
828649267326944,Patrick Gorman MP,Patrick Gorman,≤100,2
801533023293160,Binary,Gender Awareness Australia,≤100,32
121201504755819,Animal Justice Party AJP Victoria,Animal Justice Party,≤100,8
575557119153505,Department of Planning and Environment,"NSW Department of Planning, Industry and Environment",≤100,2
1090309537707529,National Justice Project,National Justice Project,≤100,15
206540052690401,Jean Hailes for Women's Health,Jean Hailes for Women's Health,≤100,6
2095657470702857,Senator Susan McDonald,Senator Susan McDonald,≤100,4
1856952217890753,Sam O'Connor MP,Sam O'Connor MP,≤100,1
216311481960,Bill Gates,These ads ran without a disclaimer,≤100,8
2063329587276680,Anika Wells MP,Anika Wells MP,≤100,3
362805317148988,Keith Pitt,Keith Pitt,≤100,1
1414406035466037,Jeremy Rockliff,Jeremy Rockliff,≤100,4
537762462924537,Anthony Albanese,Anthony Albanese,≤100,1
149648047339,Save the Children Australia,Save the Children Australia,≤100,3
574675379402221,Indigenous Desert Alliance,Indigenous Desert Alliance,≤100,1
696379037237660,Department of the Prime Minister and Cabinet,"The Department of Prime Minister and Cabinet,",≤100,4
100734579536406,Kylie von Muenster - Liberal Candidate for Coogee,"Liberal Party of Australia, NSW Division",≤100,1
123010731114430,Lord Mayor's Charitable Foundation,Lord Mayor's Charitable Foundation,≤100,18
581606621934473,International Justice Mission,IJM Australia with Facebook ad credits,≤100,3
188842724507690,مفوضية اللاجئين,These ads ran without a disclaimer,≤100,3
104234157625422,The Centre For Public Integrity,Centre For Public Integrity,≤100,4
523586527672529,Annastacia Palaszczuk MP,Annastacia Palaszczuk MP,≤100,4
31696258652,WACOSS,Western Australian Council of Social Service,≤100,5
127045912874975,Dr Michelle Ananda-Rajah MP,Dr Michelle Ananda-Rajah MP,≤100,7
174666115898903,Jerome Laxale MP,Jerome Laxale,≤100,7
234185573406858,Paul Fletcher,Paul Fletcher MP,≤100,1
108381455902627,Australian Christian Lobby,Australian Christian Lobby,≤100,8
104475658104700,Parliament House of Cards,Parliament House of Cards Pty Ltd,≤100,12
131368480817,CERES Environment Park,CERES,≤100,2
101317875732604,Dr Sophie Scamps,Sophie Scamps,≤100,2
276061352415442,The Australian Institute of Architects,The Australian Institute of Architects,≤100,15
126027405986739,Keith Wolahan MP,"Keith Wolahan MP, Member for Menzies",≤100,1
419632568108398,Australian Citizens Party,Australian Citizens Party,≤100,4
667793613281118,Unharm,Unharm,≤100,1
1696265500641734,Simon Millman MLA,Simon Millman MLA,≤100,6
145262132264710,Angus Taylor MP,Angus Taylor MP,≤100,1
413705305463031,Australian Renewable Energy Agency,Australian Renewable Energy Agency,≤100,4
521696954688354,Guardian Labs,Guardian Labs,≤100,4
100314522404427,Andrew Willcox MP,Liberal National Party of Queensland,≤100,1
303724473086333,Advocacy Tasmania,Advocacy Tasmania,≤100,1
100385049145414,Allegra Spender,Allegra Spender MP,≤100,2
1681355008768255,Country Needs People,Country Needs People,≤100,1
327169760731815,Luke Gosling MP,Luke Gosling MP,≤100,2
126215308565,SmartCompany,Private Media,≤100,14
110478938386199,Ed Cocks MLA,Ed Cocks MLA,≤100,2
17236329298,Willoughby City Council,Willoughby City Council,≤100,2
36676462435,Conservation Council of Western Australia,Conservation Council of Western Australia (CCWA),≤100,24
165242077409311,Australian Automobile Association,Australian Automobile Association,≤100,6
211018298919743,Environmental Justice Australia,Environmental Justice Australia,≤100,4
104484451176385,Steve Martin MLC,Steven John Martin,≤100,3
581606621934473,International Justice Mission,International Justice Mission Australia,≤100,2
22746335927,Bob Brown Foundation,Bob Brown Foundation,≤100,2
107378432103974,Councillor Justin Li 2.0,Justin Li,≤100,1
105307322261671,Faith in Action,Catholic Education Tasmania,≤100,13
190324894709249,Alison Byrnes MP,Alison Joy Byrnes,≤100,1
273767159580,Physical Disability Council of NSW,Physical Disability Council of NSW,≤100,1
113830088678537,Rob Mitchell MP - Federal Labor Member for McEwen,Rob Mitchell MP,≤100,32
104420342951642,WIRE,WOMENS INFORMATION AND REFERRAL EXCHANGE INCORPORATED,≤100,9
576685076048466,Regional Roads Victoria,Regional Roads Victoria,≤100,1
460973797298949,WAMN News,WAMN News,≤100,4
397230473694314,Queensland Labor,Queensland Labor,≤100,2
431308916919365,Luke Howarth,Luke Howarth,≤100,2
655173787829512,National Zakat Foundation Australia,NATIONAL ZAKAT FOUNDATION INCORPORATED,≤100,33
258220404194089,The McKell Institute,The McKell Institute,≤100,1
760144500853551,Councillor Rory Amon - Fighting For Pittwater,Rory Amon,≤100,1
360001881007767,Vicki Howard,Vicki Howard,≤100,2
104243122523547,Amanda Kotlash Labor for Hawkesbury,Yolanta Maria Calvert,≤100,5
101356533405538,Jason Clare,Jason Clare,≤100,1
363184810447890,Jarrod Bleijie MP,Jarrod Bleijie MP,≤100,1
207541546410,AWU - Australian Workers' Union,Australian Workers Union,≤100,1
272940769882451,Meadowbrook Golf Club,Minh Bao Nguyen,≤100,12
582669988419520,RACS - Refugee Advice and Casework Service,Refugee Advice & Casework Service,≤100,2
44295826958,Australian Marine Conservation Society,Australian Marine Conservation Society,≤100,2
173168582700205,SBS中文,SBS Mandarin中文普通话,≤100,5
100958871935319,Brisbane Flight Path Community Alliance,Brisbane Flight Path Community Alliance,≤100,2
616932805013929,MEAA,MEAA,≤100,2
1462424474046911,Whitsunday Regional Council,Whitsunday Regional Council,≤100,2
1609771445950238,Peter Khalil,Peter Khalil,≤100,25
508554575980996,SDA NSW & ACT,These ads ran without a disclaimer,≤100,1
181099198756800,Pauline Richards MP,Pauline Richards MP,≤100,1
156939411038925,City Of Port Phillip,City of Port Phillip,≤100,1
167017986671102,Samaritans,Samaritans Foundation,≤100,1
277978972375122,Lizzie Blandthorn,Lizzie Blandthorn,≤100,1
114334172620940,Katie Hall MP,Katie Hall MP,≤100,1
1513078735604544,Dept of Communities and Justice NSW - safer together,Department of Communities and Justice,≤100,1
105394458857176,STOP Humelink Towers,Jane Carmel Stagg,≤100,5
6885189113,National Museum of Australia,These ads ran without a disclaimer,≤100,1
179523605276,City of Adelaide,City of Adelaide,≤100,3
144975872321975,Market Forces,Market Forces,≤100,38
2005862956345687,Gary Maas MP,Gary Maas MP,≤100,1
409528325755952,New Politics AU,Eddy Jokovich,≤100,1
38691411169,Flinders University,Flinders University,≤100,17
102446171341469,Building For Tomorrow,Building For Tomorrow,≤100,1
