Page ID,Page name,Disclaimer,Amount spent (ARS),Number of ads in Library
129799846687423,Levantémonos,Levantemonos,1510234,137
130929705668,Municipalidad de Córdoba,Municipalidad de Córdoba,1376957,58
113122186717848,Emiliano Estrada,Emiliano Estrada,693887,9
100151736415392,Cordobalanumerouno,Cordoba la número 1,463007,14
301506776559902,Gobierno de Córdoba,Gobierno de Córdoba,370789,126
429298067264790,Sergio Ziliotto,Partido Justicialista Distrito La Pampa,269525,96
116710934724411,Defendamos la Provincia,Defendamos la Provincia,200588,9
2339859699626643,Hacemos Unidos por Córdoba,PJ Córdoba,195963,13
148539931942743,Rodrigo de Loredo,Rodrigo de Loredo,175333,16
138406616275954,Marcelo Orrego,Producción y Trabajo,156798,5
101761569495985,Miguel Nanni 2023,Miguel Nanni 2023,142314,16
2296112127071539,Feedback encuestas,Feedback Encuestas Online,138565,110
224143214809992,Luciano di Nápoli,Luciano di Nápoli,131980,30
101321286190410,Avancemos Salta,Avancemos Salta,128468,13
101185972235145,PJ La Pampa,Partido Justicialista La Pampa,121747,28
106277608413948,Felipe Biella,Salta Independiente,118914,18
327490147360219,Martín Berhongaray,Martín Berhongaray,112536,60
113902874399198,La Provincia Hoy,La Provincia Hoy,109044,19
103088924366000,Noticias d,Noticias d,102315,214
212404205842351,CPC Rancagua MuniCba,municipalidad de córdoba,101291,5
100975902971250,La Libertad Avanza en San Juan,La Libertad Avanza en San Juan,99595,26
1913468738912666,Beatriz Avila,Partido por la Justicia Social.org,92444,9
113962914977034,Somos FORJA,Somos Forja,87878,128
183755148656395,Emiliano Durand Salta,Jorge Mario Emiliano Durand,86027,4
225775371383621,Fernanda Alonso,Fernanda Alonso,84781,9
110933535302848,Salta Leaks,Salta Leaks,82838,4
113686738612,Gobierno de la Ciudad de Buenos Aires,Gobierno de la Ciudad de Buenos Aires,80036,14
102501249471351,Por Amor a Salta,Por Amor a Salta,75081,14
1580891525460837,Walter Raul Wayar,Walter Raul Wayar,74478,36
287386615304441,Jocha Castro Videla,Jose Antonio Castro Videla,72057,20
100580902606304,Republicanos Tierra del Fuego,Republicanos Tierra del Fuego,71024,24
101978166192541,Los soldados de Gustavo,Por Amor a Salta,70558,20
1170748123064391,Federico Frigerio,Federico Frigerio,68193,50
110079031997390,Con Larreta,Con Larreta,67245,51
513899261972162,Frente de Izquierda FIT,Frente de Izquierda,67176,26
112200072188893,Eduardo Cáceres,Eduardo Cáceres,64320,16
142473639655550,Lucio Paz Posse,Lucio Paz Posse,64244,7
813606588771959,CPC Ruta 20 Municba,municipalidad de córdoba,60073,2
135948233146402,Municipio de Lomas de Zamora,Municipalidad de Lomas de Zamora,58297,2
622853724492420,Federico Otermín,Frente de Todos Lomas,57795,1
192108560832888,Luis Petri,Luis Petri,56743,8
1479745175587393,Tito Stefani,PRO Tierra del Fuego,56142,57
139278336273596,Diario Impacto Salta Ok,Diario Impacto Salta Ok,53955,10
323355077754773,Rosana Bertone,Rosana Bertone,53874,17
641948702550925,Catamarca Gobierno,Gobierno de Catamarca,53745,15
1471624973068591,Bettina Romero,Bettina Romero,52580,4
184260298257243,Somos Fueguinos,Somos Fueguinos,51321,36
114466054858948,Eduardo Cerimedo,Eduardo Cerimedo,50697,23
391359140978849,Carolina Losada,Carolina Losada,50000,4
1290766054371186,Dani Planes,Partido de los Trabajadores Socialistas (PTS),49534,10
327490147360219,Martín Berhongaray,Primero La Pampa,49284,14
118736245504093,TOTI  Intendente,Toti Intendente,47926,33
424702354318618,Pedro Puerta,Pedro Puerta,47098,1
1064807416890278,Emilio Baistrocchi,Emilio Baistrocchi,45841,13
107252148848573,Eduardo Cáceres,Eduardo Cáceres,44754,7
112085985172303,Partido de la Victoria La Rioja,Partido de la Victoria La Rioja,44735,5
109769948749430,PJ Santa Rosa,PJ Santa Rosa,44176,26
